"","hhid","error_flag","person_id","day_id","tripnum","tripid","depart_time_timestamp","arrival_time_timestamp","mode_1","distance_miles","travel_time","speed_mph","origin_lat","origin_lng","dest_lat","dest_lng","origin_purpose","dest_purpose","arrive_date","arrival_time_hour","arrival_time_minute","depart_time_hour","depart_time_minute"
"122",23004852,NA,"2300485203",230048520306,31,"2300485203033",2023-04-24 17:12:00,2023-04-24 17:20:00,3,1.370745,8,10.280613201533,47.5843,-122.3056,47.5697,-122.2894,45,31,2023-04-24,17,20,17,12
"123",23004852,NA,"2300485203",230048520306,32,"2300485203034",2023-04-24 17:23:00,2023-04-24 17:31:00,3,1.833045,8,13.7478718696797,47.5695,-122.2894,47.5556,-122.2686,31,1,2023-04-24,17,31,17,23
"124",23004852,NA,"2300485203",230048520306,33,"2300485203035",2023-04-24 19:01:00,2023-04-24 19:04:00,3,0.964368,3,19.28736,47.5558,-122.2686,47.5571,-122.2847,1,34,2023-04-24,19,4,19,1
"125",23004852,NA,"2300485203",230048520306,34,"2300485203036",2023-04-24 19:57:00,2023-04-24 20:03:00,3,0.972446,6,9.72446,47.5575,-122.2848,47.5558,-122.2686,34,1,2023-04-24,20,3,19,57
"126",23004852,NA,"2300485203",230048520307,35,"2300485203037",2023-04-25 07:44:00,2023-04-25 07:47:00,3,0.52133,3,10.4266,47.5558,-122.2686,47.5582,-122.2763,1,45,2023-04-25,7,47,7,44
"127",23004852,NA,"2300485203",230048520307,36,"2300485203038",2023-04-25 07:47:00,2023-04-25 08:02:00,3,2.603545,15,10.41418,47.5582,-122.2763,47.5847,-122.3056,45,46,2023-04-25,8,2,7,47
"128",23004852,NA,"2300485203",230048520307,37,"2300485203039",2023-04-25 08:02:00,2023-04-25 08:21:00,3,6.101865,19,19.269087934922,47.5847,-122.3056,47.6663,-122.3184,46,21,2023-04-25,8,21,8,2
"129",23004852,NA,"2300485203",230048520307,38,"2300485203040",2023-04-25 17:01:00,2023-04-25 17:39:00,3,9.14472,38,14.4390391784417,47.6664,-122.3184,47.5556,-122.2686,21,1,2023-04-25,17,39,17,1
"130",23004852,"ends day, not home","2300485204",230048520402,1,"2300485204001",2023-04-20 07:44:00,2023-04-20 07:58:00,3,3.098157,14,13.277834682621,47.5558,-122.2686,47.5843,-122.3056,1,46,2023-04-20,7,58,7,44
"131",23004852,NA,"2300485204",230048520403,2,"2300485204002",2023-04-21 17:09:00,2023-04-21 17:20:00,3,3.098778,11,16.902456186284,47.584,-122.3055,47.5556,-122.2685,46,1,2023-04-21,17,20,17,9
"132",23004852,NA,"2300485204",230048520404,3,"2300485204003",2023-04-22 08:46:00,2023-04-22 09:02:00,3,6.682226,16,25.0584101460254,47.5558,-122.2686,47.4776,-122.2186,1,30,2023-04-22,9,2,8,46
"133",23004852,NA,"2300485204",230048520404,4,"2300485204004",2023-04-22 09:57:00,2023-04-22 10:26:00,3,12.166448,29,25.1719787392957,47.4781,-122.2191,47.6234,-122.3305,30,52,2023-04-22,10,26,9,57
"134",23004852,NA,"2300485204",230048520404,5,"2300485204005",2023-04-22 13:18:00,2023-04-22 13:35:00,3,12.171419,17,42.9579999505882,47.6236,-122.3304,47.4786,-122.2185,52,30,2023-04-22,13,35,13,18
"135",23004852,NA,"2300485204",230048520404,6,"2300485204006",2023-04-22 13:38:00,2023-04-22 14:01:00,3,6.758033,23,17.6296666344927,47.4786,-122.2185,47.5555,-122.2686,30,1,2023-04-22,14,1,13,38
"136",23004852,"ends day, not home","2300485204",230048520404,7,"2300485204007",2023-04-22 16:38:00,2023-04-22 16:44:00,3,0.461057,6,4.61057,47.5557,-122.2686,47.5582,-122.275,1,46,2023-04-22,16,44,16,38
"137",23004852,NA,"2300485204",230048520405,8,"2300485204008",2023-04-23 10:11:00,2023-04-23 10:48:00,3,7.284956,37,11.8134549334648,47.5558,-122.2686,47.6205,-122.3517,46,53,2023-04-23,10,40,10,11
"138",23004852,NA,"2300485204",230048520405,9,"2300485204010",2023-04-23 11:51:00,2023-04-23 12:08:00,1,0.43061,17,1.5198017880021,47.6206,-122.3518,47.6233,-122.3566,53,50,2023-04-23,12,8,11,51
"139",23004852,NA,"2300485204",230048520405,10,"2300485204011",2023-04-23 12:18:00,2023-04-23 12:23:00,3,0.303851,5,3.64622658490634,47.6236,-122.3563,47.6204,-122.358,50,53,2023-04-23,12,23,12,18
"140",23004852,NA,"2300485204",230048520405,11,"2300485204012",2023-04-23 12:23:00,2023-04-23 12:53:00,3,13.829237,30,27.658474,47.6204,-122.358,47.4517,-122.2515,53,53,2023-04-23,12,53,12,23
"141",23004852,NA,"2300485204",230048520405,12,"2300485204013",2023-04-23 14:10:00,2023-04-23 14:33:00,3,8.715352,23,22.7357206397571,47.4518,-122.2514,47.5556,-122.2686,53,1,2023-04-23,14,33,14,10
"142",23004852,NA,"2300485204",230048520405,13,"2300485204014",2023-04-23 17:20:00,2023-04-23 18:45:00,1,0.229907,85,0.162287370488174,47.5556,-122.2686,47.5557,-122.2706,1,50,2023-04-23,18,45,17,20
"143",23004852,NA,"2300485204",230048520405,14,"2300485204015",2023-04-23 18:45:00,2023-04-23 18:47:00,1,0.21748,2,6.52446524465245,47.5557,-122.2706,47.5556,-122.2686,50,1,2023-04-23,18,47,18,45
"144",23004852,NA,"2300485204",230048520406,15,"2300485204016",2023-04-24 07:43:00,2023-04-24 07:48:00,3,0.526301,5,6.31563726254905,47.5558,-122.2687,47.5582,-122.2765,1,45,2023-04-24,7,48,7,43
"145",23004852,NA,"2300485204",230048520406,16,"2300485204017",2023-04-24 07:48:00,2023-04-24 08:00:00,3,2.553214,12,12.76607,47.5582,-122.2765,47.5841,-122.3055,45,46,2023-04-24,8,0,7,48
"146",23004852,NA,"2300485204",230048520406,17,"2300485204018",2023-04-24 17:12:00,2023-04-24 17:20:00,3,1.370745,8,10.280613201533,47.5843,-122.3056,47.5697,-122.2894,46,31,2023-04-24,17,20,17,12
"147",23004852,NA,"2300485204",230048520406,18,"2300485204019",2023-04-24 17:23:00,2023-04-24 17:31:00,3,1.833045,8,13.7478718696797,47.5695,-122.2894,47.5556,-122.2686,31,1,2023-04-24,17,31,17,23
"148",23004852,NA,"2300485204",230048520407,19,"2300485204020",2023-04-25 07:44:00,2023-04-25 07:47:00,3,0.52133,3,10.4266,47.5558,-122.2686,47.5582,-122.2763,1,45,2023-04-25,7,47,7,44
"149",23004852,NA,"2300485204",230048520407,20,"2300485204021",2023-04-25 07:47:00,2023-04-25 08:02:00,3,2.603545,15,10.41418,47.5582,-122.2763,47.5847,-122.3056,45,46,2023-04-25,8,2,7,47
