"","household_id","hhgroup","sample_segment","traveldate_start","traveldate_end","numdayscomplete","hh_is_complete","num_days_complete_weekday","num_complete_mon","num_complete_tue","num_complete_wed","num_complete_thu","num_complete_fri","num_days_complete_weekend","num_complete_sat","num_complete_sun","num_trips","hhsize","num_surveyable","num_participants","numadults","numchildren","numworkers","num_students","vehicle_count","hhincome_detailed","hhincome_followup","hhincome_broad","home_tract20","home_jurisdiction","home_rgcname","home_county","res_type","rent_own","res_months","res_dur","prev_rent_own","prev_res_type","prev_home_rgcname","prev_home_jurisdiction","prev_home_county","prev_home_tract20","prev_home_wa","prev_home_notwa_state","prev_home_notwa_city","prev_home_notwa_zip","prev_home_lng","prev_home_lat","prev_res_factors_housing_cost","prev_res_factors_income_change","prev_res_factors_community_change","prev_res_factors_hh_size","prev_res_factors_more_space","prev_res_factors_less_space","prev_res_factors_employment","prev_res_factors_amenities","prev_res_factors_telework","prev_res_factors_school","prev_res_factors_crime","prev_res_factors_quality","prev_res_factors_forced","prev_res_factors_other","prev_res_factors_no_answer","prev_res_factors_specify","broadband","survey_year","home_lat","home_lng","hh_race_category","hh_weight","hh_weight_2017_2019_combined"
"54",23047690,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle General",2023-04-26,2023-04-26,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$35,000-$49,999","Missing: Skip Logic","$25,000-$49,999",53033002100,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6905,-122.306,"Hispanic",604.675554215682,NA
"55",23048472,"Signup survey completed via rMove, Diary completed via rMove","Seattle General",2023-04-08,2023-04-14,"5","Yes","4","not complete","complete","complete","complete","complete","1","not complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$200,000-$249,999","Missing: Skip Logic","$200,000 or more",53033002500,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6771,-122.304,"White non-Hispanic",521.938024309048,NA
"56",23050793,"Signup survey completed via rMove, Diary completed via rMove","Seattle General",2023-04-10,2023-04-16,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$50,000-$74,999","Missing: Skip Logic","$50,000-$74,999",53033004902,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.65,-122.351,"AANHPI non-Hispanic",74.5619374501428,NA
"57",23051749,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle General",2023-04-13,2023-04-13,"1","Yes","1","not complete","not complete","not complete","complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","2 workers","0 students","1 vehicle","$50,000-$74,999","Missing: Skip Logic","$50,000-$74,999",53033002800,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6875,-122.347,"White non-Hispanic",66.0481637199202,NA
"58",23051801,"Signup survey completed via rMove, Diary completed via rMove","Seattle General",2023-04-08,2023-04-14,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$25,000-$34,999","Missing: Skip Logic","$25,000-$49,999",53033005801,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6496,-122.377,"Missing/No response",99.4480015946057,NA
"59",23052976,"Signup survey completed via browserMove, Diary completed via browserMove","Pierce General",2023-04-12,2023-04-12,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"4 people","4 surveyable persons",2,"2 adults","2 children","2 workers","0 students","0 (no vehicles)","Prefer not to answer","Prefer not to answer","Prefer not to answer",53053071408,"Unincorporated Pierce County","Not RGC","Pierce","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.1157,-122.43,"White non-Hispanic",2014.94265836125,NA
"60",23053341,"Signup survey completed via rMove, Diary completed via rMove","Seattle General",2023-05-03,2023-05-09,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$200,000-$249,999","Missing: Skip Logic","$200,000 or more",53033003601,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6743,-122.318,"White non-Hispanic",1646.05690117423,NA
"61",23055021,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle General",2023-04-26,2023-04-26,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","1 worker","0 students","0 (no vehicles)","$150,000-$199,999","Missing: Skip Logic","$100,000-$199,000",53033004202,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6718,-122.291,"White non-Hispanic",145.67257701067,NA
"62",23055147,"Signup survey completed via rMove, Diary completed via rMove","Seattle General",2023-04-18,2023-04-24,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$50,000-$74,999","Missing: Skip Logic","$50,000-$74,999",53033006300,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6334,-122.276,"Some Other Races non-Hispanic",40.7457095604201,NA
"63",23055607,"Signup survey completed via browserMove, Diary completed via browserMove","Bellevue General",2023-05-03,2023-05-03,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$250,000 or more","Missing: Skip Logic","$200,000 or more",53033023601,"Bellevue","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6179,-122.169,"White non-Hispanic",21.1547319187384,NA
"64",23056824,"Signup survey completed via rMove, Diary completed via rMove","Seattle Hard-to-Survey",2023-05-04,2023-05-10,"6","Yes","4","complete","complete","not complete","complete","complete","2","complete","complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","1 worker","1 student","0 (no vehicles)","$50,000-$74,999","Missing: Skip Logic","$50,000-$74,999",53033005306,"Seattle","Seattle University Community","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6639,-122.313,"Some Other Races non-Hispanic",150.347841472699,NA
"65",23056927,"Signup survey completed via rMove, Diary completed via rMove","Seattle Hard-to-Survey",2023-04-05,2023-04-11,"5","Yes","1","not complete","complete","not complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$50,000-$74,999","Missing: Skip Logic","$50,000-$74,999",53033005306,"Seattle","Seattle University Community","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6638,-122.316,"AANHPI non-Hispanic",23.5099851653753,NA
"66",23058160,"Signup survey completed via rMove, Diary completed via rMove","Seattle Hard-to-Survey",2023-04-11,2023-04-17,"4","Yes","2","not complete","complete","complete","not complete","not complete","2","complete","complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","2 workers","0 students","0 (no vehicles)","$250,000 or more","Missing: Skip Logic","$200,000 or more",53033005306,"Seattle","Seattle University Community","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6643,-122.315,"Hispanic",124.08641173844,NA
"67",23058308,"Signup survey completed via rMove, Diary completed via rMove","Seattle Hard-to-Survey",2023-04-17,2023-04-23,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53033005201,"Seattle","Seattle University Community","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6624,-122.32,"Black or African American non-Hispanic",52.7192524658119,NA
"68",23058669,"Signup survey completed via browserMove, Diary completed via call center","Seattle Hard-to-Survey",2023-04-17,2023-04-17,"1","Yes","1","complete","not complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","1 student","0 (no vehicles)","Prefer not to answer","Prefer not to answer","Prefer not to answer",53033005307,"Seattle","Seattle University Community","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6645,-122.31,"White non-Hispanic",190.854907066719,NA
"69",23058691,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Hard-to-Survey",2023-04-19,2023-04-19,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$250,000 or more","Missing: Skip Logic","$200,000 or more",53033007302,"Seattle","Seattle Downtown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6171,-122.332,"AANHPI non-Hispanic",22.4588826033574,NA
"70",23059358,"Signup survey completed via rMove, Diary completed via rMove","Bellevue Hard-to-Survey",2023-04-18,2023-04-24,"6","Yes","4","complete","not complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53033023201,"Bellevue","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6229,-122.135,"White non-Hispanic",31.9145181993183,NA
"71",23059785,"Signup survey completed via browserMove, Diary completed via browserMove","King Hard-to-Survey",2023-05-16,2023-05-16,"1","Yes","1","not complete","complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$25,000-$34,999","Missing: Skip Logic","$25,000-$49,999",53033030314,"Federal Way","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.3143,-122.32,"White non-Hispanic",153.014637064984,NA
"72",23060463,"Signup survey completed via rMove, Diary completed via rMove","Kitsap Hard-to-Survey",2023-04-18,2023-04-24,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53035080600,"Bremerton","Not RGC","Kitsap","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.5756,-122.649,"White non-Hispanic",483.956706675304,NA
"73",23060584,"Signup survey completed via rMove, Diary completed via rMove","Seattle Hard-to-Survey",2023-04-11,2023-04-17,"5","Yes","1","complete","not complete","not complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","1 student","0 (no vehicles)","$150,000-$199,999","Missing: Skip Logic","$100,000-$199,000",53033009200,"Seattle","Seattle Downtown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6002,-122.335,"AANHPI non-Hispanic",625.544037925234,NA
"74",23061063,"Signup survey completed via rMove, Diary completed via rMove","Bellevue Hard-to-Survey",2023-05-01,2023-05-07,"7","Yes","5","complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$75,000-$99,999","Missing: Skip Logic","$75,000-$99,999",53033023702,"Bellevue","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.621,-122.179,"Hispanic",31.6114736418689,NA
"75",23061186,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Hard-to-Survey",2023-04-24,2023-04-24,"1","Yes","1","complete","not complete","not complete","not complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","1 worker","0 students","0 (no vehicles)","$250,000 or more","Missing: Skip Logic","$200,000 or more",53033008002,"Seattle","Seattle Downtown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.611,-122.341,"White non-Hispanic",23.651334184681,NA
"76",23061574,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Hard-to-Survey",2023-04-19,2023-04-19,"1","Yes","1","not complete","not complete","complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","$10,000-$24,999","Missing: Skip Logic","Under $25,000",53033001201,"Seattle","Seattle Northgate","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.7098,-122.322,"White non-Hispanic",54.1672063069658,NA
"77",23061796,"Signup survey completed via call center, Diary completed via call center","Pierce Hard-to-Survey",2023-04-13,2023-04-13,"1","Yes","1","not complete","not complete","not complete","complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","Under $10,000","Missing: Skip Logic","Under $25,000",53053071704,"Unincorporated Pierce County","Not RGC","Pierce","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.1694,-122.469,"Black or African American non-Hispanic",114.399465418752,NA
"78",23062686,"Signup survey completed via browserMove, Diary completed via browserMove","Bellevue Hard-to-Survey",2023-04-17,2023-04-17,"1","Yes","1","complete","not complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$75,000-$99,999","Missing: Skip Logic","$75,000-$99,999",53033023805,"Bellevue","Bellevue","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6189,-122.202,"White non-Hispanic",21.3500073726918,NA
"79",23062976,"Signup survey completed via browserMove, Diary completed via browserMove","Seattle Hard-to-Survey",2023-04-24,2023-04-24,"1","Yes","1","complete","not complete","not complete","not complete","not complete","0","not complete","not complete",NA,"2 people","2 surveyable persons",2,"2 adults","0 children","1 worker","0 students","1 vehicle","$150,000-$199,999","Missing: Skip Logic","$100,000-$199,000",53033009400,"Seattle","Not RGC","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.585,-122.317,"White non-Hispanic",22.514595332576,NA
"80",23063197,"Signup survey completed via browserMove, Diary completed via browserMove","Pierce Hard-to-Survey",2023-04-25,2023-04-25,"1","Yes","1","not complete","complete","not complete","not complete","not complete","0","not complete","not complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","0 workers","0 students","0 (no vehicles)","Under $10,000","Missing: Skip Logic","Under $25,000",53053061501,"Tacoma","Tacoma Downtown","Pierce","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.2591,-122.445,"Hispanic",969.595093416637,NA
"81",23063285,"Signup survey completed via rMove, Diary completed via rMove","Seattle Hard-to-Survey",2023-04-04,2023-04-10,"6","Yes","4","not complete","complete","complete","complete","complete","2","complete","complete",NA,"1 person","1 surveyable person",1,"1 adult","0 children","1 worker","0 students","0 (no vehicles)","$100,000-$149,999","Missing: Skip Logic","$100,000-$199,000",53033007202,"Seattle","Seattle Downtown","King","Missing Response","Missing Response","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic",NA,NA,NA,NA,"Missing: Skip Logic","Missing Response",NA,NA,NA,NA,"Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing Response","Missing Response","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic","Missing: Skip Logic",NA,"Missing Response",2023,47.6146,-122.343,"AANHPI non-Hispanic",22.4644069285503,NA
