table,variable,value,label
trip_unlinked,origin_purpose,995,Missing Response
trip_unlinked,origin_purpose_cat,-1,Not imputable
trip_unlinked,origin_purpose_cat,1,Home
trip_unlinked,origin_purpose_cat,2,Work
trip_unlinked,origin_purpose_cat,3,Work-related
trip_unlinked,origin_purpose_cat,4,School
trip_unlinked,origin_purpose_cat,5,Escort
trip_unlinked,origin_purpose_cat,6,Shop
trip_unlinked,origin_purpose_cat,7,Meal
trip_unlinked,origin_purpose_cat,8,Social/Recreation
trip_unlinked,origin_purpose_cat,9,Errand/Other
trip_unlinked,origin_purpose_cat,10,Change mode
trip_unlinked,origin_purpose_cat,11,School-related
trip_unlinked,origin_purpose_cat,12,Overnight
trip_unlinked,origin_purpose_cat,13,Other
trip_unlinked,origin_purpose_cat,995,Missing Response
person,participate,1,Yes
person,participate,2,No
person,participate,995,Missing: Skip Logic
person,person_is_complete,0,No
person,person_is_complete,1,Yes
person,person_is_complete,995,Missing Response
hh,prev_home_notwa_state,1,Alabama (AL)
hh,prev_home_notwa_state,2,Alaska (AK)
hh,prev_home_notwa_state,3,Arizona (AZ)
hh,prev_home_notwa_state,4,Arkansas (AR)
hh,prev_home_notwa_state,5,California (CA)
hh,prev_home_notwa_state,6,Colorado (CO)
hh,prev_home_notwa_state,7,Connecticut (CT)
hh,prev_home_notwa_state,8,Delaware (DE)
hh,prev_home_notwa_state,9,Florida (FL)
hh,prev_home_notwa_state,10,Georgia (GA)
hh,prev_home_notwa_state,11,Hawaii (HI)
hh,prev_home_notwa_state,12,Idaho (ID)
hh,prev_home_notwa_state,13,Illinois (IL)
hh,prev_home_notwa_state,14,Indiana (IN)
hh,prev_home_notwa_state,15,Iowa (IA)
hh,prev_home_notwa_state,16,Kansas (KS)
hh,prev_home_notwa_state,17,Kentucky (KY)
hh,prev_home_notwa_state,18,Louisiana (LA)
hh,prev_home_notwa_state,19,Maine (ME)
hh,prev_home_notwa_state,20,Maryland (MD)
hh,prev_home_notwa_state,21,Massachusetts (MA)
hh,prev_home_notwa_state,22,Michigan (MI)
hh,prev_home_notwa_state,23,Minnesota (MN)
hh,prev_home_notwa_state,24,Mississippi (MS)
hh,prev_home_notwa_state,25,Missouri (MO)
hh,prev_home_notwa_state,26,Montana (MT)
hh,prev_home_notwa_state,27,Nebraska (NE)
hh,prev_home_notwa_state,28,Nevada (NV)
hh,prev_home_notwa_state,29,New Hampshire (NH)
hh,prev_home_notwa_state,30,New Jersey (NJ)
hh,prev_home_notwa_state,31,New Mexico (NM)
hh,prev_home_notwa_state,32,New York (NY)
hh,prev_home_notwa_state,33,North Carolina (NC)
hh,prev_home_notwa_state,34,North Dakota (ND)
hh,prev_home_notwa_state,35,Ohio (OH)
hh,prev_home_notwa_state,36,Oklahoma (OK)
hh,prev_home_notwa_state,37,Oregon (OR)
hh,prev_home_notwa_state,38,Pennsylvania (PA)
hh,prev_home_notwa_state,39,Puerto Rico (PR)
hh,prev_home_notwa_state,40,Rhode Island (RI)
hh,prev_home_notwa_state,41,South Carolina (SC)
hh,prev_home_notwa_state,42,South Dakota (SD)
hh,prev_home_notwa_state,43,Tennessee (TN)
hh,prev_home_notwa_state,44,Texas (TX)
hh,prev_home_notwa_state,45,Utah (UT)
hh,prev_home_notwa_state,46,Vermont (VT)
hh,prev_home_notwa_state,47,Virginia (VA)
hh,prev_home_notwa_state,48,Washington (WA)
hh,prev_home_notwa_state,49,West Virginia (WV)
hh,prev_home_notwa_state,50,Wisconsin (WI)
hh,prev_home_notwa_state,51,Wyoming (WY)
hh,prev_home_notwa_state,52,Washington D.C. / District of Columbia (DC)
hh,prev_home_notwa_state,995,Missing Response
hh,prev_home_wa,1,"Yes, previous home was in Washington"
hh,prev_home_wa,2,"No, previous home was in another state or country"
hh,prev_home_wa,3,"No, previous home was in another state"
hh,prev_home_wa,4,"No, previous home was in another country"
hh,prev_home_wa,995,Missing: Skip Logic
hh,prev_rent_own,1,Owned/paid mortgage
hh,prev_rent_own,2,Rent
hh,prev_rent_own,3,Provided by job or military
hh,prev_rent_own,4,Other
hh,prev_rent_own,5,Prefer not to answer
hh,prev_rent_own,6,"Provided by family, relative, or friend without payment or rent"
hh,prev_rent_own,995,Missing: Skip Logic
hh,prev_res_factors_amenities,0,Not selected
hh,prev_res_factors_amenities,1,Selected
hh,prev_res_factors_amenities,995,Missing Response
hh,prev_res_factors_community_change,0,Not Selected
hh,prev_res_factors_community_change,1,Selected
hh,prev_res_factors_community_change,995,Missing: Skip Logic
hh,prev_res_factors_crime,0,Not Selected
hh,prev_res_factors_crime,1,Selected
hh,prev_res_factors_crime,995,Missing: Skip Logic
hh,prev_res_factors_employment,0,Not Selected
hh,prev_res_factors_employment,1,Selected
hh,prev_res_factors_employment,995,Missing: Skip Logic
hh,prev_res_factors_forced,0,Not Selected
hh,prev_res_factors_forced,1,Selected
hh,prev_res_factors_forced,995,Missing: Skip Logic
hh,prev_res_factors_hh_size,0,Not Selected
hh,prev_res_factors_hh_size,1,Selected
hh,prev_res_factors_hh_size,995,Missing: Skip Logic
hh,prev_res_factors_housing_cost,0,Not Selected
hh,prev_res_factors_housing_cost,1,Selected
hh,prev_res_factors_housing_cost,995,Missing: Skip Logic
hh,prev_res_factors_income_change,0,Not Selected
hh,prev_res_factors_income_change,1,Selected
hh,prev_res_factors_income_change,995,Missing: Skip Logic
hh,prev_res_factors_less_space,0,Not Selected
hh,prev_res_factors_less_space,1,Selected
hh,prev_res_factors_less_space,995,Missing: Skip Logic
hh,prev_res_factors_more_space,0,Not Selected
hh,prev_res_factors_more_space,1,Selected
hh,prev_res_factors_more_space,995,Missing: Skip Logic
hh,prev_res_factors_no_answer,0,Not Selected
hh,prev_res_factors_no_answer,1,Selected
hh,prev_res_factors_no_answer,995,Missing: Skip Logic
hh,prev_res_factors_other,0,Not Selected
hh,prev_res_factors_other,1,Selected
hh,prev_res_factors_other,995,Missing: Skip Logic
hh,prev_res_factors_quality,0,Not Selected
hh,prev_res_factors_quality,1,Selected
hh,prev_res_factors_quality,995,Missing: Skip Logic
hh,prev_res_factors_school,0,Not Selected
hh,prev_res_factors_school,1,Selected
hh,prev_res_factors_school,995,Missing: Skip Logic
hh,prev_res_factors_telework,0,Not selected
hh,prev_res_factors_telework,1,Selected
hh,prev_res_factors_telework,995,Missing Response
hh,prev_res_type,1,Single-family house (detached house)
hh,prev_res_type,2,Townhouse (attached house)
hh,prev_res_type,3,Building with 3 or fewer apartments/condos
hh,prev_res_type,4,Building with 4 or more apartments/condos
hh,prev_res_type,5,Mobile home/trailer
hh,prev_res_type,6,Dorm or institutional housing
hh,prev_res_type,7,"Other (including boat, RV, van, etc.)"
hh,prev_res_type,995,Missing: Skip Logic
person,proxy,0,No
person,proxy,1,Respondent answered themselves
day,proxy_complete,0,No
day,proxy_complete,1,Yes
day,proxy_complete,995,Missing Response
person,proxy_parent,0,No
person,proxy_parent,1,Yes
person,race_afam,0,Not Selected
person,race_afam,1,Selected
person,race_afam,995,Missing: Skip Logic
person,race_aiak,0,Not Selected
person,race_aiak,1,Selected
person,race_aiak,995,Missing: Skip Logic
person,race_asian,0,Not Selected
person,race_asian,1,Selected
person,race_asian,995,Missing: Skip Logic
person,race_hapi,0,Not Selected
person,race_hapi,1,Selected
person,race_hapi,995,Missing: Skip Logic
person,race_noanswer,0,Not Selected
person,race_noanswer,1,Selected
person,race_noanswer,995,Missing: Skip Logic
person,race_other,0,Not Selected
person,race_other,1,Selected
person,race_other,995,Missing: Skip Logic
person,race_white,0,Not Selected
person,race_white,1,Selected
person,race_white,995,Missing: Skip Logic
person,relationship,0,Self
person,relationship,1,Spouse or partner
person,relationship,2,Son or daughter (or child in-law)
person,relationship,3,Father or mother (or parent in-law)
person,relationship,4,Brother or sister (or sibling in-law)
person,relationship,5,Other relative
person,relationship,6,"Nonrelative (friend, roommate, household help)"
person,remote_class_freq,1,6-7 days a week
person,remote_class_freq,2,5 days a week
person,remote_class_freq,3,4 days a week
person,remote_class_freq,4,3 days a week
person,remote_class_freq,5,2 days a week
person,remote_class_freq,6,1 day a week
person,remote_class_freq,7,1-3 days a month
person,remote_class_freq,8,Less than monthly
person,remote_class_freq,995,Missing Response
person,remote_class_freq,996,Never
hh,rent_own,1,Own/paying mortgage
hh,rent_own,2,Rent
hh,rent_own,3,Provided by job or military
hh,rent_own,4,Other
hh,rent_own,5,Prefer not to answer
hh,rent_own,6,"Provided by family, relative, or friend without payment or rent"
hh,rent_own,995,Missing Response
hh,res_dur,1,Less than a year
hh,res_dur,2,Between 1 and 2 years
hh,res_dur,3,Between 2 and 3 years
hh,res_dur,4,Between 3 and 5 years
hh,res_dur,5,Between 5 and 10 years
hh,res_dur,6,Between 10 and 20 years
hh,res_dur,7,More than 20 years
hh,res_dur,995,Missing Response
hh,res_type,1,Single-family house (detached house)
hh,res_type,2,Townhouse (attached house)
hh,res_type,3,Building with 3 or fewer apartments/condos
hh,res_type,4,Building with 4 or more apartments/condos
hh,res_type,5,Mobile home/trailer
hh,res_type,6,Dorm or institutional housing
hh,res_type,7,"Other (including boat, RV, van, etc.)"
hh,res_type,995,Missing Response
hh,sample_segment,101,King County General
hh,sample_segment,102,King County Hard-to-survey
hh,sample_segment,103,King County Walk/Bike/Transit
hh,sample_segment,104,King County Rural
hh,sample_segment,105,Kitsap County General
hh,sample_segment,106,Kitsap County Hard-to-survey
hh,sample_segment,107,Kitsap County Rural
hh,sample_segment,108,Pierce County General
hh,sample_segment,109,Pierce County Hard-to-survey
hh,sample_segment,110,Pierce County Rural
hh,sample_segment,111,"Pierce County, Unicorporated General"
hh,sample_segment,112,"Pierce County, Unicorporated Hard-to-survey"
hh,sample_segment,113,"Pierce County, Unicorporated Rural"
hh,sample_segment,114,Snohomish County General
hh,sample_segment,115,Snohomish County Hard-to-survey
hh,sample_segment,116,Snohomish County Rural
hh,sample_segment,117,Seattle Hard-to-Survey
hh,sample_segment,118,Seattle Walk/Bike/Transit
hh,sample_segment,119,Snohomish General
hh,sample_segment,120,Snohomish Hard-to-Survey
hh,sample_segment,121,Snohomish Rural
hh,sample_segment,122,Snohomish Walk/Bike/Transit
person,school_freq,1,6–7 days per week
person,school_freq,2,5 days per week
person,school_freq,3,4 days per week
person,school_freq,4,3 days per week
person,school_freq,5,2 days per week
person,school_freq,6,1 day per week
person,school_freq,7,Less than 1 day per week
person,school_freq,8,"Never, only take online classes"
person,school_freq,995,Missing Response
person,school_freq,996,Never
person,school_mode_typical,1,Walk (or jog/wheelchair)
person,school_mode_typical,24,School bus
person,school_mode_typical,100,Household vehicle (or motorcycle)
person,school_mode_typical,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)"
person,school_mode_typical,102,"Bus, shuttle, or vanpool (public transit, private service, or shuttles for older adults and people with disabilities)"
person,school_mode_typical,103,Bicycle or e-bicycle
person,school_mode_typical,104,Other
person,school_mode_typical,105,"Rail (e.g., train, subway)"
person,school_mode_typical,106,"Uber/Lyft, taxi, or car service"
person,school_mode_typical,107,"Scooter, moped, skateboard"
person,school_mode_typical,108,Ferry or water taxi
person,school_mode_typical,995,Missing Response
person,schooltype,1,Preschool or daycare outside home
person,schooltype,5,Home school
person,schooltype,7,Vocational/technical school
person,schooltype,8,Other
person,schooltype,11,Cared for at home
person,schooltype,12,"Elementary school (public, private, charter)"
person,schooltype,13,"Middle school (public, private, charter)"
person,schooltype,14,"High school (public, private, charter)"
person,schooltype,15,Associate or bachelor's program
person,schooltype,17,Graduate or professional school
person,schooltype,995,Missing: Skip Logic
person,second_home,0,Does not regularly spend night at second home
person,second_home,1,Regularly spends night at second home
person,second_home,995,Missing Response
person,sexuality,1,"Bisexual, gay, lesbian, or queer"
person,sexuality,2,Heterosexual (straight)
person,sexuality,3,Something else fits better
person,sexuality,995,Missing Response
person,sexuality,998,Don't know or questioning
person,sexuality,999,Prefer not to answer
person,share_1,0,Not selected
person,share_1,1,Selected
person,share_1,995,Missing Response
person,share_2,0,Not selected
person,share_2,1,Selected
person,share_2,995,Missing Response
person,share_3,0,Not selected
person,share_3,1,Selected
person,share_3,995,Missing Response
person,share_4,0,Not selected
person,share_4,1,Selected
person,share_4,995,Missing Response
person,share_5,0,Not selected
person,share_5,1,Selected
person,share_5,995,Missing Response
person,share_996,0,Not selected
person,share_996,1,Selected
person,share_996,995,Missing Response
person,smartphone_type,0,Does not have a smartphone
person,smartphone_type,1,Has an Android phone
person,smartphone_type,2,Has an Apple iPhone
person,smartphone_type,5,Has other smartphone type
person,smartphone_type,995,Missing Response
trip_unlinked,speed_flag,0,No
trip_unlinked,speed_flag,995,Missing Response
trip_unlinked,speed_flag,1,Yes
person,student,1,"No, not a student"
person,student,4,"Part-time student, currently attending some or all classes in-person"
person,student,5,"Part-time student, ONLY online classes"
person,student,6,"Full-time student, currently attending some or all classes in-person"
person,student,7,"Full-time student, ONLY online classes"
person,student,995,Missing Response
day,summary_complete,0,No
day,summary_complete,1,Yes
day,summary_complete,995,Missing Response
person,surveyable,0,No
person,surveyable,1,Yes
trip_unlinked,svy_complete,0,Incomplete
trip_unlinked,svy_complete,1,Complete
trip_unlinked,svy_complete,995,Missing Response
person,telecommute_freq,1,6-7 days a week
person,telecommute_freq,2,5 days a week
person,telecommute_freq,3,4 days a week
person,telecommute_freq,4,3 days a week
person,telecommute_freq,5,2 days a week
person,telecommute_freq,6,1 day a week
person,telecommute_freq,7,A few times per month
person,telecommute_freq,8,Less than monthly
person,telecommute_freq,995,Missing: Skip Logic
person,telecommute_freq,996,Never
day,telework_time,0,0 minutes
day,telework_time,15,15 minutes
day,telework_time,30,30 minutes
day,telework_time,45,45 minutes
day,telework_time,60,1 hour
day,telework_time,75,1 hour 15 minutes
day,telework_time,90,1 hour 30 minutes
day,telework_time,105,1 hour 45 minutes
day,telework_time,120,2 hours
day,telework_time,135,2 hours 15 minutes
day,telework_time,150,2 hours 30 minutes
day,telework_time,165,2 hours 45 minutes
day,telework_time,180,3 hours
day,telework_time,195,3 hours 15 minutes
day,telework_time,210,3 hours 30 minutes
day,telework_time,225,3 hours 45 minutes
day,telework_time,240,4 hours
day,telework_time,255,4 hours 15 minutes
day,telework_time,270,4 hours 30 minutes
day,telework_time,285,4 hours 45 minutes
day,telework_time,300,5 hours
day,telework_time,315,5 hours 15 minutes
day,telework_time,330,5 hours 30 minutes
day,telework_time,345,5 hours 45 minutes
day,telework_time,360,6 hours
day,telework_time,375,6 hours 15 minutes
day,telework_time,390,6 hours 30 minutes
day,telework_time,405,6 hours 45 minutes
day,telework_time,420,7 hours
day,telework_time,435,7 hours 15 minutes
day,telework_time,450,7 hours 30 minutes
day,telework_time,465,7 hours 45 minutes
day,telework_time,480,8 hours
day,telework_time,495,8 hours 15 minutes
day,telework_time,510,8 hours 30 minutes
day,telework_time,525,8 hours 45 minutes
day,telework_time,540,9 hours
day,telework_time,555,9 hours 15 minutes
day,telework_time,570,9 hours 30 minutes
day,telework_time,585,9 hours 45 minutes
day,telework_time,600,10+ hours
day,telework_time,995,Missing Response
person,tnc_freq,1,6-7 days a week
person,tnc_freq,2,5 days a week
person,tnc_freq,3,4 days a week
person,tnc_freq,4,3 days a week
person,tnc_freq,5,2 days a week
person,tnc_freq,6,1 day a week
person,tnc_freq,7,1-3 days in the past month
person,tnc_freq,995,Missing Response
person,tnc_freq,996,Never in the past 30 days
person,transit_freq,1,6-7 days a week
person,transit_freq,2,5 days a week
person,transit_freq,3,4 days a week
person,transit_freq,4,3 days a week
person,transit_freq,5,2 days a week
person,transit_freq,6,1 day a week
person,transit_freq,7,1-3 days in the past month
person,transit_freq,995,Missing Response
person,transit_freq,996,Never in the past 30 days
person,transit_freq,998,Don't know
day,travel_day,0,No
day,travel_day,1,Yes
day,travel_dow,1,Monday
day,travel_dow,2,Tuesday
day,travel_dow,3,Wednesday
day,travel_dow,4,Thursday
day,travel_dow,5,Friday
day,travel_dow,6,Saturday
day,travel_dow,7,Sunday
trip_unlinked,travelers_hh,1,1 household traveler
trip_unlinked,travelers_hh,2,2 household travelers
trip_unlinked,travelers_hh,3,3 household travelers
trip_unlinked,travelers_hh,4,4 household travelers
trip_unlinked,travelers_hh,5,5 household travelers
trip_unlinked,travelers_hh,6,6 household travelers
trip_unlinked,travelers_hh,7,7 household travelers
trip_unlinked,travelers_hh,8,8 household travelers
trip_unlinked,travelers_hh,9,9 household travelers
trip_unlinked,travelers_hh,10,10 household travelers
trip_unlinked,travelers_hh,11,11 household travelers
trip_unlinked,travelers_hh,12,12 household travelers
trip_unlinked,travelers_hh,995,Missing Response
trip_unlinked,travelers_hh,13,13 or more household travelers
trip_unlinked,travelers_nonhh,0,No other people
trip_unlinked,travelers_nonhh,1,1 other person
trip_unlinked,travelers_nonhh,2,2 other people
trip_unlinked,travelers_nonhh,3,3 other people
trip_unlinked,travelers_nonhh,4,4 other people
trip_unlinked,travelers_nonhh,5,5+ other people
trip_unlinked,travelers_nonhh,995,Missing Response
trip_unlinked,travelers_total,1,1 traveler
trip_unlinked,travelers_total,2,2 travelers
trip_unlinked,travelers_total,3,3 travelers
trip_unlinked,travelers_total,4,4 travelers
trip_unlinked,travelers_total,5,5+ travelers
trip_unlinked,travelers_total,995,Missing Response
trip_unlinked,user_added,0,No
trip_unlinked,user_added,1,Yes
trip_unlinked,user_merged,0,No
trip_unlinked,user_merged,1,Yes
trip_unlinked,user_merged,995,Missing Response
trip_unlinked,user_split,0,No
trip_unlinked,user_split,1,Yes
trip_unlinked,user_split,995,Missing Response
hh,vehicle_count,0,0 (no vehicles)
hh,vehicle_count,1,1 vehicle
hh,vehicle_count,2,2 vehicles
hh,vehicle_count,3,3 vehicles
hh,vehicle_count,4,4 vehicles
hh,vehicle_count,5,5 vehicles
hh,vehicle_count,6,6 vehicles
hh,vehicle_count,7,7 vehicles
hh,vehicle_count,11,8 or more vehicles
person,walk_freq,1,6-7 days a week
person,walk_freq,2,5 days a week
person,walk_freq,3,4 days a week
person,walk_freq,4,3 days a week
person,walk_freq,5,2 days a week
person,walk_freq,6,1 day a week
person,walk_freq,7,1-3 days in the past month
person,walk_freq,995,Missing Response
person,walk_freq,996,Never in the past 30 days
person,work_mode,1,Walk (or jog/wheelchair)
person,work_mode,100,Household vehicle (or motorcycle)
person,work_mode,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)"
person,work_mode,102,"Bus, shuttle, or vanpool (public transit, private service, or shuttles for older adults and people with disabilities)"
person,work_mode,103,Bicycle or e-bicycle
person,work_mode,104,Other
person,work_mode,105,"Rail (e.g., train, subway)"
person,work_mode,106,"Uber/Lyft, taxi, or car service"
person,work_mode,107,"Scooter, moped, skateboard"
person,work_mode,108,Ferry or water taxi
person,work_mode,995,Missing Response
person,workplace,1,On Leave - will return to regular work location after leave
person,workplace,2,On leave  - will not return to regular work location after leave
person,workplace,3,Only one work location outside of home (do not telework)
person,workplace,4,Work from home 100% of the time (do not travel to work location outside home)
person,workplace,6,Work from home more than 0% and up to 50% of tim
person,workplace,5,work from home more than 50% and less than 100% of time
person,workplace,7,Work location outside the home regularly varies (different offices/job sites)
person,workplace,8,Commute to pick up vehicle to drive/bike/travel for work (eg delivery driver)
person,workplace,9,Leave from home to drive/bike/travel for work (eg rideshare driver)
person,workplace,995,Missing Response
vehicle,year,1980,1980 or earlier
vehicle,year,1981,1981
vehicle,year,1982,1982
vehicle,year,1983,1983
vehicle,year,1984,1984
vehicle,year,1985,1985
vehicle,year,1986,1986
vehicle,year,1987,1987
vehicle,year,1988,1988
vehicle,year,1989,1989
vehicle,year,1990,1990
vehicle,year,1991,1991
vehicle,year,1992,1992
vehicle,year,1993,1993
vehicle,year,1994,1994
vehicle,year,1995,1995
vehicle,year,1996,1996
vehicle,year,1997,1997
vehicle,year,1998,1998
vehicle,year,1999,1999
vehicle,year,2000,2000
vehicle,year,2001,2001
vehicle,year,2002,2002
vehicle,year,2003,2003
vehicle,year,2004,2004
vehicle,year,2005,2005
vehicle,year,2006,2006
vehicle,year,2007,2007
vehicle,year,2008,2008
vehicle,year,2009,2009
vehicle,year,2010,2010
vehicle,year,2011,2011
vehicle,year,2012,2012
vehicle,year,2013,2013
vehicle,year,2014,2014
vehicle,year,2015,2015
vehicle,year,2016,2016
vehicle,year,2017,2017
vehicle,year,2018,2018
vehicle,year,2019,2019
vehicle,year,2020,2020
vehicle,year,2021,2021
vehicle,year,2022,2022
vehicle,year,2023,2023
vehicle,year,2024,2024
vehicle,year,2025,2025
vehicle,year,2026,2026
hh,home_in_region,0,No
hh,home_in_region,1,Yes
hh,home_in_region,995,Missing Response
person,work_in_region,0,No
person,work_in_region,1,Yes
person,work_in_region,995,Missing Response
person,school_in_region,0,No
person,school_in_region,1,Yes
person,school_in_region,995,Missing Response
person,second_home_in_region,0,No
person,second_home_in_region,1,Yes
person,second_home_in_region,995,Missing Response
trip_unlinked,o_in_region,0,No
trip_unlinked,o_in_region,1,Yes
trip_unlinked,o_in_region,995,Missing Response
trip_unlinked,d_in_region,0,No
trip_unlinked,d_in_region,1,Yes
trip_unlinked,d_in_region,995,Missing Response
hh,numadults,NA,NA
person,office_available,NA,NA
person,drive_for_work,1,Yes
person,drive_for_work,0,No
person,drive_for_work,995,Missing Response
person,employment_followup,5,"Not employed for pay (e.g., unpaid furlough, looking for work, retired, stay-at-home parent, student)"
person,employment_followup,7,Unpaid volunteer or intern
person,employment_followup,995,Missing Response
person,paid_work,0,No
person,paid_work,1,Yes
person,paid_work,2,"On leave (e.g., medical, parental)"
person,paid_work,995,Missing Response
person,return_from_leave,0,No
person,return_from_leave,1,"Yes, some of the time (less than 50% of the time)"
person,return_from_leave,2,"Yes, most of the time (at least than 50% but less than 100% of the time)"
person,return_from_leave,3,"Yes, all of the time (100% of the time)"
person,return_from_leave,995,Missing Response
person,transportation_statement_car,1,1-Strongly disagree
person,transportation_statement_car,2,2-Disagree
person,transportation_statement_car,3,3-Neither agree nor disagree
person,transportation_statement_car,4,4-Agree
person,transportation_statement_car,5,5-Strongly Agree
person,transportation_statement_car,995,Missing Response
person,transportation_statement_environ,1,1-Strongly disagree
person,transportation_statement_environ,2,2-Disagree
person,transportation_statement_environ,3,3-Neither agree nor disagree
person,transportation_statement_environ,4,4-Agree
person,transportation_statement_environ,5,5-Strongly Agree
person,transportation_statement_environ,995,Missing Response
person,transportation_statement_retail,1,1-Strongly disagree
person,transportation_statement_retail,2,2-Disagree
person,transportation_statement_retail,3,3-Neither agree nor disagree
person,transportation_statement_retail,4,4-Agree
person,transportation_statement_retail,5,5-Strongly Agree
person,transportation_statement_retail,995,Missing Response
person,transportation_statement_telework,1,1-Strongly disagree
person,transportation_statement_telework,2,2-Disagree
person,transportation_statement_telework,3,3-Neither agree nor disagree
person,transportation_statement_telework,4,4-Agree
person,transportation_statement_telework,5,5-Strongly Agree
person,transportation_statement_telework,995,Missing Response
person,transportation_statement_transit,1,1-Strongly disagree
person,transportation_statement_transit,2,2-Disagree
person,transportation_statement_transit,3,3-Neither agree nor disagree
person,transportation_statement_transit,4,4-Agree
person,transportation_statement_transit,5,5-Strongly Agree
person,transportation_statement_transit,995,Missing Response
person,transportation_statement_travel,1,1-Strongly disagree
person,transportation_statement_travel,2,2-Disagree
person,transportation_statement_travel,3,3-Neither agree nor disagree
person,transportation_statement_travel,4,4-Agree
person,transportation_statement_travel,5,5-Strongly Agree
person,transportation_statement_travel,995,Missing Response
person,transportation_statement_walk,1,1-Strongly disagree
person,transportation_statement_walk,2,2-Disagree
person,transportation_statement_walk,3,3-Neither agree nor disagree
person,transportation_statement_walk,4,4-Agree
person,transportation_statement_walk,5,5-Strongly Agree
person,transportation_statement_walk,995,Missing Response
person,work_from_home,0,No
person,work_from_home,1,"Yes, some of the time (less than 50% of the time)"
person,work_from_home,2,"Yes, most of the time (at least than 50% but less than 100% of the time)"
person,work_from_home,3,"Yes, all of the time (100% of the time)"
person,work_from_home,995,Missing Response
trip_unlinked,hhmember13,1,Household member 13 was on trip
trip_unlinked,hhmember13,0,Not selected
trip_unlinked,hhmember13,995,Missing
trip_unlinked,imputed_joint_trip,0,Not imputed
trip_unlinked,imputed_joint_trip,1,Imputed
trip_unlinked,imputed_record_type,0,Not imputed
trip_unlinked,imputed_record_type,1,Imputed as a non-proxy trip
trip_unlinked,imputed_record_type,2,Imputed school trip
trip_linked,linked_trip_mode,1,School bus
trip_linked,linked_trip_mode,2,Drive to ferry
trip_linked,linked_trip_mode,3,Drive to rail
trip_linked,linked_trip_mode,4,Drive to bus
trip_linked,linked_trip_mode,5,Walk to ferry
trip_linked,linked_trip_mode,6,Walk to rail
trip_linked,linked_trip_mode,7,Walk to bus
trip_linked,linked_trip_mode,8,Vehicle with 3 or more occupants
trip_linked,linked_trip_mode,9,Vehicle with 2 occupants
trip_linked,linked_trip_mode,10,Single-occupancy vehicle
trip_linked,linked_trip_mode,11,Bike
trip_linked,linked_trip_mode,12,Other micromobility
trip_linked,linked_trip_mode,13,Taxi
trip_linked,linked_trip_mode,14,"Other hired service (Uber, Lyft, or other smartphone-app car service)"
trip_linked,linked_trip_mode,15,Walk
trip_linked,linked_trip_mode,16,Long-distance travel
trip_linked,linked_trip_mode,17,Other
trip_linked,linked_trip_mode,-1,Missing
day,no_travel,0,Yes
day,no_travel,1,No
day,no_travel,995,Missing Response
person,age_detailed,0,Under 1 year
person,age_detailed,1,1 year old
person,age_detailed,2,2 years old
person,age_detailed,3,3 years old
person,age_detailed,4,4 years old
person,age_detailed,5,5 years old
person,age_detailed,6,6 years old
person,age_detailed,7,7 years old
person,age_detailed,8,8 years old
person,age_detailed,9,9 years old
person,age_detailed,10,10 years old
person,age_detailed,11,11 years old
person,age_detailed,12,12 years old
person,age_detailed,13,13 years old
person,age_detailed,14,14 years old
person,age_detailed,15,15 years old
person,age_detailed,16,16 years old
person,age_detailed,17,17 years old
person,age_detailed,18,18 years old
person,age_detailed,19,19 years old
person,age_detailed,20,20 years old
person,age_detailed,21,21 years old
person,age_detailed,22,22 years old
person,age_detailed,23,23 years old
person,age_detailed,24,24 years old
person,age_detailed,25,25 years old
person,age_detailed,26,26 years old
person,age_detailed,27,27 years old
person,age_detailed,28,28 years old
person,age_detailed,29,29 years old
person,age_detailed,30,30 years old
person,age_detailed,31,31 years old
person,age_detailed,32,32 years old
person,age_detailed,33,33 years old
person,age_detailed,34,34 years old
person,age_detailed,35,35 years old
person,age_detailed,36,36 years old
person,age_detailed,37,37 years old
person,age_detailed,38,38 years old
person,age_detailed,39,39 years old
person,age_detailed,40,40 years old
person,age_detailed,41,41 years old
person,age_detailed,42,42 years old
person,age_detailed,43,43 years old
person,age_detailed,44,44 years old
person,age_detailed,45,45 years old
person,age_detailed,46,46 years old
person,age_detailed,47,47 years old
person,age_detailed,48,48 years old
person,age_detailed,49,49 years old
person,age_detailed,50,50 years old
person,age_detailed,51,51 years old
person,age_detailed,52,52 years old
person,age_detailed,53,53 years old
person,age_detailed,54,54 years old
person,age_detailed,55,55 years old
person,age_detailed,56,56 years old
person,age_detailed,57,57 years old
person,age_detailed,58,58 years old
person,age_detailed,59,59 years old
person,age_detailed,60,60 years old
person,age_detailed,61,61 years old
person,age_detailed,62,62 years old
person,age_detailed,63,63 years old
person,age_detailed,64,64 years old
person,age_detailed,65,65 years old
person,age_detailed,66,66 years old
person,age_detailed,67,67 years old
person,age_detailed,68,68 years old
person,age_detailed,69,69 years old
person,age_detailed,70,70 years old
person,age_detailed,71,71 years old
person,age_detailed,72,72 years old
person,age_detailed,73,73 years old
person,age_detailed,74,74 years old
person,age_detailed,75,75 years old
person,age_detailed,76,76 years old
person,age_detailed,77,77 years old
person,age_detailed,78,78 years old
person,age_detailed,79,79 years old
person,age_detailed,80,80 years old
person,age_detailed,81,81 years old
person,age_detailed,82,82 years old
person,age_detailed,83,83 years old
