"","var_name","survey","var_value","count","count_moe","share","share_moe","sample_size"
"221","prev_res_factors_specify","2019","Our Management Company stole thousands of dollars from us and discriminated against us while allowing employees to harass and assault us.",3588.95149848703,5903.82521501142,0.00223881993973197,0.00368059547178735,1
"222","prev_res_factors_specify","2019","Owner planning to sell home",10.5275118111196,17.3177569292926,6.56715571899879e-06,1.08204429077207e-05,1
"223","prev_res_factors_specify","2019","Owner selling the house",1656.00677237774,2724.13114056144,0.00103303178766651,0.00170034268759002,1
"224","prev_res_factors_specify","2019","Owner was selling",208.015567264624,342.185608150275,0.000129761965287918,0.00021377739654082,1
"225","prev_res_factors_specify","2019","painful for wife to climb stairs",119.979568992921,197.36639099337,7.4844324738029e-05,0.000123309639926158,1
"226","prev_res_factors_specify","2019","Parking",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"227","prev_res_factors_specify","2019","PESTS LEAKY CEILING NOISY NEIGHBORS",1611.93106308944,2651.62659878223,0.00100553696728399,0.00165513241559325,1
"228","prev_res_factors_specify","2019","planning a job change to Seattle",27.0716303264054,44.5328318869323,1.6887524337222e-05,2.78246200294591e-05,1
"229","prev_res_factors_specify","2019","Poor building upkeep/management",26.4548497891885,43.5182279032099,1.65027711395981e-05,2.71906943484892e-05,1
"230","prev_res_factors_specify","2019","Poor Property Management",286.709941866527,471.637854370461,0.000178852217713383,0.000294637102445065,1
"231","prev_res_factors_specify","2019","prefer being close to the lake",688.942504392942,1133.31041972642,0.000429768476061609,0.000707813662763657,1
"232","prev_res_factors_specify","2019","Preferred new neighborhood",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"233","prev_res_factors_specify","2019","Property too large to manage",457.209084381566,752.108943807665,0.000285211102789091,0.000469800478984831,1
"234","prev_res_factors_specify","2019","Purchased my first home",270.211294057628,444.497578724843,0.000168560214127168,0.000277685138862468,1
"235","prev_res_factors_specify","2019","Reached top o waitlisting for Sr housing",5.18718540166965,8.53291998574731,3.23581249655792e-06,5.33153806289543e-06,1
"236","prev_res_factors_specify","2019","Redmond is more expensive than I would like to pay.",242.674490544428,399.199536945572,0.000151382510609073,0.00024939096051821,1
"237","prev_res_factors_specify","2019","relationship ended",20.6324757939051,33.940422680973,1.28707223357309e-05,2.12064471801907e-05,1
"238","prev_res_factors_specify","2019","Renovation by owner",26.6205638324688,43.7908275044124,1.66061450371128e-05,2.73610149258559e-05,1
"239","prev_res_factors_specify","2019","Rent prices increased/we found out that we were getting ripped off compared to neighbors",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"240","prev_res_factors_specify","2019","Retired",309.361272815639,508.899293781732,0.000192982319892729,0.000317910232802916,1
"241","prev_res_factors_specify","2019","RETIRED",341.885923663386,562.4023444263,0.000213271487044042,0.000351326566955588,1
"242","prev_res_factors_specify","2019","Roommate drama",25.4863872441237,41.9251070165779,1.58986355702853e-05,2.61953096910502e-05,1
"243","prev_res_factors_specify","2019","Roommate moved away.",4.49987185718605,7.40228920507202,2.80706018020969e-06,4.62509944861878e-06,1
"244","prev_res_factors_specify","2019","roommate moved out of state and no longer needed 2 bedroom apartment",361.911080531117,595.343727473665,0.000225763358419466,0.000371900052851127,1
"245","prev_res_factors_specify","2019","Roommate moved out of state, needed to find a new place",14.1192948210812,23.2262399806787,8.8077419808311e-06,1.4512135909396e-05,1
"246","prev_res_factors_specify","2019","Roommate moved out, can't afford own place",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"247","prev_res_factors_specify","2019","Roommate was moving out and had no other friends in need of housing",4.6506373951369,7.65029851500029,2.90110906683607e-06,4.78006021450236e-06,1
"248","prev_res_factors_specify","2019","Roommate was moving out on his own. Needed to downsize.",128.561817840293,211.484190347294,8.01980080785083e-05,0.000132129386378424,1
"249","prev_res_factors_specify","2019","Roommates moved out",15.0557569163712,24.7667201274294,9.39191538429512e-06,1.5474644172433e-05,1
"250","prev_res_factors_specify","2019","salt water beachfront",275.643530269406,453.433607293209,0.000171948891503664,0.000283266669284861,1
"251","prev_res_factors_specify","2019","Savings badly depleted by emergency roof replacement special assessment, and the opportunity to buy a VERY small co-op apartment free and clear.",26.6197310192674,43.7894575266936,1.66056255208133e-05,2.73601589621249e-05,1
"252","prev_res_factors_specify","2019","School",15.0250614467967,24.7162260799808,9.37276727672894e-06,1.54430949761479e-05,1
"253","prev_res_factors_specify","2019","School quality",5541.59100441524,9115.91720226247,0.00345689387102454,0.00567615822113488,1
"254","prev_res_factors_specify","2019","Seattle & King County has gone to shit in the last decade that I?ve lived here. All these idiots keep voting for sound transit to increase taxes & help move crime around. Do something with my money & ship all these fucks that choose not work to Nebraska or somewhere else they need them.",134.559740263673,221.350772733768,8.39395655568106e-05,0.000138293234116419,1
"255","prev_res_factors_specify","2019","Section 8 housing opened up",7209.97477781027,11860.4085094971,0.00449764654226478,0.00737733472164019,1
"256","prev_res_factors_specify","2019","Selling the home",204.533604256679,336.457779002223,0.000127589885722373,0.000210199441894374,1
"257","prev_res_factors_specify","2019","Separation",542.984267196369,893.209119538015,0.000338718426502128,0.000557908098842639,1
"258","prev_res_factors_specify","2019","Sick of Seattle; daughter's family moved to Bremerton last year",92.5570499268467,152.256347129673,5.77379128768799e-05,9.51276229129204e-05,1
"259","prev_res_factors_specify","2019","Sold home to live abroad.",27.0716303264054,44.5328318869323,1.6887524337222e-05,2.7824620029459e-05,1
"260","prev_res_factors_specify","2019","sold previous house to buy out partner in 6308",79.0703278119184,130.070689250597,4.93247753894398e-05,8.12670178884235e-05,1
"261","prev_res_factors_specify","2019","Someone tried to breask into our house from residents of section 8 housing.",6497.52782238133,10688.4332678186,0.00405321578010819,0.00665132237418147,1
"262","prev_res_factors_specify","2019","Stalking",22.4405061314839,36.914632586288,1.39985877786376e-05,2.30647488718375e-05,1
"263","prev_res_factors_specify","2019","Started attending university, better access to transit",69.1216924215576,113.705184033472,4.31187279423087e-05,7.10424344131262e-05,1
"264","prev_res_factors_specify","2019","Stop living with my parents",199.261494783324,327.785158918591,0.000124301096832812,0.000204781960060127,1
"265","prev_res_factors_specify","2019","Swapped apartments in the same apartment complex from a one bedroom to a studio apartment",21.6190011955716,35.563256966712,1.34861256760196e-05,2.22204029316244e-05,1
"266","prev_res_factors_specify","2019","Temporarily at residence while it was on the market",25.757571669082,42.3712053956354,1.60678028321436e-05,2.64740328429082e-05,1
"267","prev_res_factors_specify","2019","Temporary only",17.0890475014536,28.1114831398912,1.06603001777566e-05,1.75644835626396e-05,1
"268","prev_res_factors_specify","2019","The manager was a real problem nobody could stand her. She treated us like prisoners.",370.766494164835,609.910882901131,0.000231287444388892,0.000380997781945497,1
"269","prev_res_factors_specify","2019","The removal of the viaduct would make commute more difficult and expensive and less pleasant, even though I know it is necessary",22.5810741949558,37.1458670507019,1.4086275389775e-05,2.32092251829358e-05,1
"270","prev_res_factors_specify","2019","They raised rent to 1900 dollars for a shitty 500 sq foot apartment",26.4780444455788,43.5563831129729,1.65172401730314e-05,2.72145337741662e-05,1
"271","prev_res_factors_specify","2019","Tired of being a home owner",28.7915632673582,47.3621215748015,1.7960433838738e-05,2.95923607577366e-05,1
"272","prev_res_factors_specify","2019","To be closer to family",138.674507854778,228.119565421105,8.6506394262691e-05,0.000142521805201551,1
"273","prev_res_factors_specify","2019","To be closer to public transit/walkability",15.0250614467967,24.7162260799808,9.37276727672894e-06,1.54430949761478e-05,1
"274","prev_res_factors_specify","2019","to be closer to walkable areas",27.0707834017775,44.5314386959271,1.68869960180889e-05,2.78237495625207e-05,1
"275","prev_res_factors_specify","2019","To be near our children.",31.0513081782999,51.0794019533057,1.93700828594776e-05,3.1914912486824e-05,1
"276","prev_res_factors_specify","2019","To become a landlord and rent out my previous home",27.0707834017775,44.5314386959271,1.68869960180889e-05,2.78237495625207e-05,1
"277","prev_res_factors_specify","2019","To live on Puget Sound, boating and providing a fun environment for our kids and grandchildren",136.907261093387,225.212444498634,8.54039699781898e-05,0.000140705683762057,1
"278","prev_res_factors_specify","2019","to move closer to friends, family",225.775214076998,371.400227156665,0.000140840591294122,0.000232026404575683,1
"279","prev_res_factors_specify","2019","To relocate",4215.89814951773,6935.1524559571,0.00262991484978228,0.00432185733515598,1
"280","prev_res_factors_specify","2019","to try a new area",25.4863872441237,41.9251070165779,1.58986355702853e-05,2.61953096910503e-05,1
"281","prev_res_factors_specify","2019","To upgrade to paying off a boat; living close to the water, paying something off, and paying less than rent.",87.7809241519988,144.399620230045,5.47585230400696e-05,9.02191185621474e-05,1
"282","prev_res_factors_specify","2019","Too far from things",21.6190011955716,35.563256966712,1.34861256760196e-05,2.22204029316244e-05,1
"283","prev_res_factors_specify","2019","Too many stairsand too much yard work.",529.852098557329,871.60670212691,0.000330526462633739,0.000544419444575099,1
"284","prev_res_factors_specify","2019","transfer station was smelly",12.472815423035,20.5177813708929,7.78065345420775e-06,1.28198596500573e-05,1
"285","prev_res_factors_specify","2019","Travel",50.9171842134235,59.2343428963195,3.17625934315563e-05,3.70696180928191e-05,2
"286","prev_res_factors_specify","2019","Unstable plans for building/New rental was cheaper",263.097487796565,432.795367425378,0.000164122558362979,0.000270375766709409,1
"287","prev_res_factors_specify","2019","very loud area",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"288","prev_res_factors_specify","2019","Wanderlust",26.4720299433169,43.5464892567552,1.6513488272902e-05,2.72083520797401e-05,1
"289","prev_res_factors_specify","2019","Wanted a more walkable/bikable community",938.783730188803,1544.29923616056,0.000585621660010919,0.00096434838817779,1
"290","prev_res_factors_specify","2019","Wanted a new start",15.0250614467967,24.7162260799808,9.37276727672894e-06,1.54430949761479e-05,1
"291","prev_res_factors_specify","2019","Wanted a place with more light.",9.63799351374394,15.8544993301086,6.01226627517081e-06,9.90617898433153e-06,1
"292","prev_res_factors_specify","2019","wanted a yard",3192.04347863348,5250.91152235172,0.00199122517857059,0.00327436407255491,1
"293","prev_res_factors_specify","2019","Wanted better walkability",22.4405061314839,36.914632586288,1.39985877786376e-05,2.30647488718375e-05,1
"294","prev_res_factors_specify","2019","wanted change",106.511932144604,175.212128377884,6.64430928100434e-05,0.000109469121674588,1
"295","prev_res_factors_specify","2019","Wanted less noise from neighbors",546.863632127187,899.5906748491,0.000341138408929941,0.000561892730737047,1
"296","prev_res_factors_specify","2019","wanted retirement community",28.7688134527,47.3246981296877,1.7946242301543e-05,2.95689786068872e-05,1
"297","prev_res_factors_specify","2019","Wanted to be closer to family, friends and conveniences",2176.26596233172,3579.95750803578,0.00135757410839411,0.00223380596762387,1
"298","prev_res_factors_specify","2019","wanted to experience a different neighborhood",4.62154240926819,7.60243726324627,2.88295935527364e-06,4.75015562878826e-06,1
"299","prev_res_factors_specify","2019","Wanted to live alone",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"300","prev_res_factors_specify","2019","wanted to live in a place where most of what i need is walkable, ie yoga, grocercies, green lake",389.244779058141,640.307661550558,0.000242814363236533,0.000399981375105111,1
"301","prev_res_factors_specify","2019","Wanted to live in Seattle",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"302","prev_res_factors_specify","2019","wanted to move closer in to the city to have easier access to activities and community resources",26.4548497891885,43.5182279032099,1.65027711395981e-05,2.71906943484893e-05,1
"303","prev_res_factors_specify","2019","Wanted to move to a more walkable area",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"304","prev_res_factors_specify","2019","wanted to stop worrting about yard and home maintenance and wanted a more walkable, transit friendly location.",251.689542017791,414.02929661924,0.000157006180086018,0.000258654069587113,1
"305","prev_res_factors_specify","2019","Wanted walkable neighborhood",9.74312676328922,16.0274435256098,6.07784933348464e-06,1.00142370022357e-05,1
"306","prev_res_factors_specify","2019","Was living in the car. Homeless",399.879115611365,657.801145180705,0.000249448157181984,0.000410906320856061,1
"307","prev_res_factors_specify","2019","Was living with friends until I found my own place. Wanted to be closer to work",10.5275118111196,17.3177569292926,6.56715571899879e-06,1.08204429077207e-05,1
"308","prev_res_factors_specify","2019","Was my grandmother's house. KT and I lived with her to help her remain independant in her own home. Gradnma passed away unexpectedly.",99.7930030738968,164.15949005658,6.22517649574699e-05,0.000102564077428155,1
"309","prev_res_factors_specify","2019","Was only living there temporarily until I found my own place",119.128546324363,195.966458703558,7.43134492106403e-05,0.000122435061672036,1
"310","prev_res_factors_specify","2019","Was only temporary while selling CA house to buy in WA",142.157597615033,233.8492480767,8.86791767063719e-05,0.000146101211011521,1
"311","prev_res_factors_specify","2019","was previously living with family members, wanted my own apartment",14.1301191987854,23.2440460820006,8.81449432414072e-06,1.45232613559394e-05,1
"312","prev_res_factors_specify","2019","Was renting, landlord sold condo to me",367.81326609023,605.052822718404,0.000229445194388359,0.00037796375424505,1
"313","prev_res_factors_specify","2019","Was resident manager, property sold, became new resident manager at another building (where I live now).",123.429366723033,203.041308259374,7.69963393165132e-05,0.00012685491564467,1
"314","prev_res_factors_specify","2019","We are building a new house at our old location. We are in a temporary rental house.",113.178045273936,186.177884475616,7.06014736075406e-05,0.000116319829923167,1
"315","prev_res_factors_specify","2019","We are remodeling that home to add more bedrooms for our family. We will move back there in a few months. Our current home is temporary but very close to the home we own. We bought it in 2005.",922.329919895381,1517.23271822799,0.000575357626466579,0.00094745622057923,1
"316","prev_res_factors_specify","2019","We want to live in the city where we can walk to restaurants and other activities",9.36799799577114,15.4103567030445,5.84384066408897e-06,9.6286722255389e-06,1
"317","prev_res_factors_specify","2019","We were living with parents and could afford to move out after saving.",28.1030395230827,46.2295000154696,1.75309265889709e-05,2.8884699048789e-05,1
"318","prev_res_factors_specify","2019","Went from 4->2 other roommates",336.559375505126,553.640172705911,0.000209948738817524,0.000345854080849505,1
"319","prev_res_factors_specify","2019","Wife Died, unable to cope w/memories",99.6193248993527,163.873789459418,6.21434229638738e-05,0.000102385587581071,1
"320","prev_res_factors_specify","2019","Total",1603055,134284.617444039,1,0,3044
