rectype,qno,final,samptyp,lifecyc,hhsize,hhnumwkr,hhnumveh,veh_av,veh_wkr,ldrvnum,hinccat1,hinccat2,hinccat3,hmcnty,hmcity,hmzip,hmtaz,hmtract,region,areacty2,hh_uga,chmarea,chmarea2,chmtenur,chmtype,chmage,chmyear,prevcnty,prevcity,prevzip,prevtaz,phmarea,phmarea2,phmtenur,phmtype,phmage,phmyear,pmove3,hhvtype1,hhvehyr1,hhvtype2,hhvehyr2,hhvtype3,hhvehyr3,hhvtype4,hhvehyr4,hhvtype5,hhvehyr5,hhvtype6,hhvehyr6,hhvtype7,hhvehyr7,hhvtype8,hhvehyr8,hhvtype9,hhvehyr9,hhvtyp10,hhvehy10,diary,gps,tyear,month1,month2,daymo1,daymo2,travdate,expfac2
1,13368,1,2,5,1,0,1,1,3,1,2,2,1,1,SEATTLE,98125,3,200,1,1,1,1,3,1,5,7,6, , , , , , , , , , , ,1,1995, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,210.08
1,13370,1,2,4,1,1,1,1,4,1,12,11,4,1,SEATTLE,98103,69,5100,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,3,1993, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,98.36
1,13375,1,2,7,2,1,2,1,4,2,12,11,4,1,FEDERAL WAY,98023,429,30312,3,2,1,2,1,2,1,7,6, , , , , , , , , , , ,4,2006,3,1997, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,338.58
1,13377,1,2,5,1,1,1,1,4,1,6,6,2,1,MERCER ISLAND,98040,304,24300,2,2,1,1,2,2,5,7,6, , , , , , , , , , , ,3,2002, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,136.1
1,13386,1,2,1,4,2,2,1,3,2,14,11,4,1,SHORELINE,98133,231,21000,1,2,1,3,4,1,1,7,4,1,SEATTLE,98103,34,1,1,2,1,7,3, ,1,1994,3,2002, , , , , , , , , , , , , , , , ,1, ,2006,5,5,4,5,4,366.39
1,13388,1,2,7,2,1,2,1,4,2,18,9,3,1,SEATTLE,98133,17,1300,1,1,1,1,2,1,1,7,7, , , , , , , , , , , ,1,1996,1,1985, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,102.39
1,13394,1,2,5,1,1,1,1,4,1,5,5,2,1,SEATTLE,98144,170,9500,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,2003, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,113.01
1,13410,1,2,5,1,0,1,1,3,1,2,2,1,1,SHORELINE,98155,224,20500,1,2,1,2,2,2,5,7,6, , , , , , , , , , , ,1,1988, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,346.02
1,13415,1,2,5,1,0,1,1,3,1,16,11,4,1,SEATTLE,98102,93,6500,1,1,1,1,1,1,5,7,5, , , , ,1,1,1,2,7,4,37,4,2003, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,82.76
1,13419,1,1,1,4,1,2,1,4,2,10,10,3,1,SEATTLE,98117,38,3000,1,1,1,1,1,1,1,7,5,1,SEATTLE,98119,98,1,3,2,5,7,4,13,3,2003,1,2000, , , , , , , , , , , , , , , , ,1, ,2006,5,5,2,3,2,136.18
1,13421,1,2,4,1,1,1,1,4,1,5,5,2,1,BELLEVUE,98008,278,23202,2,2,1,1,3,2,5,7,6, , , , , , , , , , , ,1,1999, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,324.86
1,13423,1,2,1,3,1,2,1,4,2,6,6,2,1,SEATTLE,98115,33,2600,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,1,1999,3,1986, , , , , , , , , , , , , , , , ,1, ,2006,5,5,2,3,2,132.93
1,13432,1,2,1,3,2,2,1,3,2,5,5,2,1,SEATTLE,98117,43,3300,1,1,1,2,1,2,5,3,1,1,SEATTLE,98117,21,1,1,2,5,3,1,1,1,1995,2,1998, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,156.17
1,13434,1,2,1,3,2,2,1,3,2,7,7,3,1,SEATTLE,98107,64,4700,1,1,1,2,3,1,1,7,5,1,SEATTLE,98134,161,1,3,2,9,7,4,9,4,2001,1,1995, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,128.97
1,13449,1,2,3,1,0,1,1,3,1,7,7,3,1,SEATTLE,98109,98,7000,1,1,1,2,3,2,5,7,3, , , , ,2,3,2,5,7,5,7,1,1993, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,27,28,4,294.31
1,13462,1,2,7,2,2,2,1,3,2,11,11,4,1,SEATAC,98188,371,28403,3,2,1,2,2,1,1,7,6, , , , , , , , , , , ,2,1992,1,2006, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,335.56
1,13470,1,2,4,1,0,2,1,3,1,1,1,1,4,LYNNWOOD,98037,591,51701,6,0,1,1,3,2,5,7,3, , , , ,3,4,1,1,7,5,6,4,2003,1,1991, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,443.06
1,13486,1,2,5,1,0,0,1,1,0,2,2,1,1,SEATTLE,98118,198,11000,1,1,1,1,3,2,5,1,1,4,EVERETT,98204,559,2,3,2,5,6,2,8, , , , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,344.62
1,13496,1,2,7,2,2,2,1,3,2,16,11,4,1,SEATTLE,98122,116,7800,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,1,2005,1,2006, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,124.16
1,13502,1,2,5,1,0,1,1,3,1,4,4,2,4,EDMONDS,98020,578,50500,6,0,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1995, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,204.23
1,13503,1,2,4,1,1,1,1,4,1,3,3,1,1,KIRKLAND,98033,258,22400,2,2,1,2,2,2,5,7,6, , , , , , , , , , , ,1,1984, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,453.85
1,13505,1,2,4,1,1,2,1,4,1,17,1,1,1,SEATTLE,98108,202,11200,1,1,1,1,3,1,1,7,3, , , , ,1,3,2,5,7,5,1,1,1986,1,1984, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,332.24
1,13508,1,2,5,1,0,1,1,3,1,3,3,1,1,SEATTLE,98133,17,1300,1,1,1,1,1,1,5,7,5,1,SEATTLE,98125,3,1,1,2,5,7,5,16,1,1995, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,141.12
1,13511,1,2,7,2,2,1,1,2,1,5,5,2,1,SEATTLE,98125,9,600,1,1,1,2,2,1,1,7,1,1,SEATTLE,98125,9,2,2,1,5,7,5,7,2,1992, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,143.69
1,13522,1,2,2,4,2,2,1,3,2,11,11,4,1,SEATTLE,98177,7,500,1,1,1,1,1,1,1,7,5, , , , ,2,1,2,1,7,2,13,1,1992,2,2003, , , , , , , , , , , , , , , , ,1, ,2006,5,5,4,5,4,140.52
1,13538,1,2,8,3,0,0,1,1,0,2,2,1,1,SHORELINE,98155,226,20600,1,2,1,1,1,1,1,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,1107.24
1,13543,1,2,5,1,0,1,1,3,1,99,8,3,1,SEATTLE,98136,211,11600,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1966, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,65.19
1,13544,1,2,6,2,2,1,0,2,2,7,7,3,1,SEATTLE,98101,127,8100,1,1,1,2,3,1,5,7,5, , , , ,1,1,1,1,2,7,1,2,2005, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,556.63
1,13545,1,2,1,4,2,2,1,3,2,12,11,4,1,SEATTLE,98105,70,5200,1,1,1,1,1,1,1,7,4, , , , ,1,1,2,1,7,1,3,1,2004,1,1999, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,145.43
1,13548,1,2,4,1,1,1,1,4,1,7,7,3,1,SEATTLE,98144,157,9000,1,1,1,1,2,1,5,4,5, , , , ,1,1,2,1,7,3,3,1,1994, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,90.1
1,13561,1,2,8,2,0,2,1,3,2,6,6,2,1,SEATTLE,98117,42,3200,1,1,1,2,3,1,5,7,6, , , , , , , , , , , ,1,1985,1,2005, , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,93.92
1,13569,1,2,4,1,1,1,1,4,1,3,3,1,1,SEATTLE,98118,185,10200,1,1,1,1,1,2,1,7,7, , , , , , , , , , , ,1,1966, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,167.72
1,13571,1,2,5,1,0,1,1,3,1,3,3,1,1,RENTON,98056,325,25400,3,2,1,2,2,1,1,7,7, , , , , , , , , , , ,4,1991, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,302.14
1,13586,1,2,4,1,1,2,1,4,1,19,11,4,1,SEATTLE,98121,122,8002,1,1,1,1,2,1,5,4,5, , , , ,2,1,1,1,6,4,29,3,2004,3,2002, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,94.26
1,13590,1,2,4,1,1,1,1,4,1,18,6,2,1,SEATTLE,98119,82,5802,1,1,1,1,2,1,5,6,3,1,SEATTLE,98121,122,1,3,1,5,6,4,8,1,1999, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,94.76
1,13593,1,2,5,1,0,2,1,3,1,99,10,3,1,BURIEN,98166,363,27900,3,2,1,99,1,1,1,4,5,1,BURIEN,98166,363,99,1,1,1,7,7,21,1,1995,4,1997, , , , , , , , , , , , , , , , ,1, ,2006,4,4,26,27,3,98.14
1,13594,1,2,7,2,1,2,1,4,2,8,8,3,1,SEATTLE,98199,81,5801,1,1,1,2,1,1,1,7,7, , , , , , , , , , , ,1,1998,2,2005, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,95.84
1,13600,1,2,6,2,2,2,1,3,2,7,7,3,1,SEATTLE,98178,215,11900,1,1,1,2,1,1,1,7,2,1,SEATTLE,98102,111,1,1,2,5,7,4,9,1,1998,1,2002, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,533.44
1,13610,1,2,5,1,0,1,1,3,1,3,3,1,4,EDMONDS,98020,578,50500,6,0,1,1,2,1,5,7,4,4,EDMONDS,98020,578,1,2,1,5,6,4,8,1,1993, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,160
1,13611,1,2,8,2,0,2,1,3,2,6,6,2,1,SEATTLE,98103,69,5100,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,3,1992,1,2006, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,93.92
1,13612,1,2,2,4,3,3,1,3,3,11,11,4,1,KIRKLAND,98033,267,22703,2,2,1,2,1,1,1,7,6, , , , , , , , , , , ,1,1992,1,1998,2,2003, , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,492.64
1,13613,1,2,2,2,2,1,1,2,1,7,7,3,1,ISSAQUAH,98027,483,32103,2,2,1,2,3,2,2,7,4,1,ISSAQUAH,98027,316,2,1,2,1,7,6,96,1,2000, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,439.49
1,13624,1,2,1,3,1,2,1,4,2,99,9,3,1,SEATTLE,98117,38,3000,1,1,1,1,1,1,1,7,4,1,SEATTLE,98105,69,1,1,2,1,7,4,16,1,1999,1,2004, , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,116.12
1,13628,1,2,7,2,2,2,1,3,2,15,11,4,1,SEATTLE,98115,28,2200,1,1,1,2,1,1,1,7,7, , , , , , , , , , , ,1,1997,2,2004, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,124.16
1,13634,1,2,1,4,2,1,0,2,2,12,11,4,1,SEATTLE,98103,24,1800,1,1,1,1,1,1,1,7,4,1,SEATTLE,98103,24,1,1,1,1,7,4,98,2,2002, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,151.75
1,13638,1,2,5,1,1,1,1,4,1,4,4,2,1,SHORELINE,98133,220,20200,1,2,1,2,1,1,1,7,7, , , , , , , , , , , ,1,1998, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,16,17,2,298.79
1,13642,1,2,6,2,2,2,1,3,2,19,11,4,1,SEATTLE,98116,172,9701,1,1,1,1,3,1,1,7,2,1,ISSAQUAH,98027,483,2,2,1,4,6,3,8,1,2000,1,1996, , , , , , , , , , , , , , , , ,1, ,2006,5,5,2,3,2,582.37
1,13645,1,2,2,4,2,2,1,3,2,16,11,4,1,SEATTLE,98105,56,4200,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,2,2000,3,2006, , , , , , , , , , , , , , , , ,1, ,2006,4,4,27,28,4,140.52
1,13647,1,2,7,2,2,2,1,3,2,7,7,3,1,SEATTLE,98133,8,600,1,1,1,1,3,2,5,6,6, , , , , , , , , , , ,1,1991,9,1996, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,113.73
1,13650,1,2,1,3,2,2,1,3,2,16,11,4,1,SEATTLE,98103,62,4600,1,1,1,1,1,1,1,7,2,1,SEATTLE,98121,120,1,3,1,5,3,4,96,4,1998,1,2004, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,140.8
1,13653,1,2,4,1,1,1,1,4,1,3,3,1,1,SEATTLE,98106,206,11400,1,1,1,1,1,1,1,7,2,1,SEATTLE,98107,45,1,3,2,5,7,2,1,1,2002, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,167.72
1,13655,1,2,7,2,2,2,1,3,2,6,6,2,4,LYNNWOOD,98037,590,51602,6,0,1,2,1,1,1,7,7, , , , , , , , , , , ,4,2002,3,1989, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,167.41
1,13666,1,2,5,1,0,1,1,3,1,5,5,2,4,LYNNWOOD,98036,588,51500,6,0,1,1,2,2,5,5,5,4,LYNNWOOD,98087,556,2,2,1,1,7,7,6,1,1996, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,121.73
1,13670,1,2,5,1,1,1,1,4,1,9,9,3,1,SEATTLE,98117,40,3100,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,2005, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,85.75
1,13687,1,2,7,2,2,3,1,3,2,16,11,4,1,SEATTLE,98117,38,3000,1,1,1,98,3,1,1,7,2,1,SEATTLE,98107,65,1,3,1,5,1,3,3,1,2005,8,9998,9,1975, , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,151.89
1,13688,1,2,8,2,0,2,1,3,2,17,4,2,1,BELLEVUE,98007,281,23401,2,2,1,1,1,1,1,7,7, , , , , , , , , , , ,1,2000,4,1989, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,349.88
1,13690,1,2,8,2,0,1,0,3,2,3,3,1,1,SEATAC,98188,371,28403,3,2,1,2,1,1,1,7,7, , , , , , , , , , , ,1,1990, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,518.7
1,13692,1,2,7,2,2,2,1,3,2,9,9,3,1,SEATTLE,98199,81,5801,1,1,1,1,3,2,3,6,2,1,SEATTLE,98103,66,1,3,2,5,6,4,6,4,2003,1,1987, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,104.49
1,13695,1,2,1,4,2,2,1,3,2,4,4,2,4,MOUNTLAKE TERR,98043,586,51300,6,0,1,2,1,2,4,2,3,1,SEATTLE,98125,2,2,1,1,1,7,2,1,2,1993,1,1993, , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,868.55
1,13717,1,2,8,2,0,2,1,3,2,16,11,4,1,SEATTLE,98117,39,3100,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,1,2001,1,2006, , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,97.49
1,13736,1,2,2,3,2,2,1,3,2,16,11,4,1,SEATTLE,98107,45,3400,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,1,1991,1,1987, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,136.05
1,13757,1,1,8,2,0,1,1,3,1,5,5,2,1,SEATTLE,98112,92,6400,1,1,1,1,2,2,5,7,5, , , , ,2,1,1,1,7,7,8,1,1993, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,2,3,2,112.82
1,13760,1,2,4,1,1,1,1,4,1,7,7,3,1,SEATTLE,98117,39,3100,1,1,1,1,1,1,1,7,1,1,SEATTLE,98117,45,1,1,1,1,7,4,11,1,2003, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,27,28,4,90.1
1,13761,1,2,1,3,2,2,1,3,2,11,11,4,1,SEATTLE,98105,61,4500,1,1,1,1,1,1,1,7,5,1,SEATTLE,98103,67,1,1,2,2,7,3,8,1,2003,1,1989, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,140.8
1,13769,1,2,4,1,1,1,1,4,1,17,5,2,1,SEATTLE,98168,353,27000,1,2,1,1,3,1,1,7,7, , , , , , , , , , , ,4,1990, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,324.86
1,13774,1,2,7,3,3,4,1,3,3,9,9,3,4,EDMONDS,98020,578,50500,6,0,1,2,1,1,1,7,5,1,SHORELINE,98133,231,2,1,1,1,7,7,9,1,1997,1,1999,4,1999,1,1996, , , , , , , , , , , , ,1, ,2006,5,5,2,3,2,382.22
1,13777,1,1,2,5,1,2,1,4,2,14,11,4,4,EDMONDS,98026,576,50401,6,0,1,1,1,1,1,4,5,1,SEATTLE,98125,9,1,1,1,1,1,6, ,1,1997,2,2002, , , , , , , , , , , , , , , , ,1, ,2006,5,5,4,5,4,303.27
1,13781,1,2,7,2,2,2,1,3,2,16,11,4,1,SEATTLE,98109,96,6800,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,3,1995,1,1999, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,124.16
1,13789,1,2,7,3,2,3,1,3,3,16,11,4,1,BELLEVUE,98008,275,23000,2,2,1,2,1,1,1,7,6, , , , , , , , , , , ,3,1999,2,1995,1,2005, , , , , , , , , , , , , , ,1, ,2006,5,5,3,4,3,302.72
1,13792,1,2,7,2,2,2,1,3,2,16,11,4,1,SEATTLE,98117,40,3100,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,3,2001,3,2002, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,124.16
1,13797,1,2,4,1,1,1,1,4,1,5,5,2,1,SEATTLE,98118,185,10200,1,1,1,1,1,1,1,4,4,1,SEATTLE,98119,98,1,1,2,5,7,5,1,1,1995, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,109.09
1,13798,1,2,7,2,2,1,0,2,2,9,9,3,1,SEATTLE,98103,68,5000,1,1,1,1,3,1,1,7,5,1,SEATTLE,98107,42,1,3,2,1,7,5,33,1,1991, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,109.03
1,13800,1,2,7,2,2,2,1,3,2,10,10,3,1,KIRKLAND,98033,265,22701,2,2,1,2,2,1,1,7,2,1,SAMMAMISH,98074,490,2,1,1,1,3,4,5,3,1995,1,2001, , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,255.38
1,13809,1,2,5,1,0,0,1,1,0,1,1,1,1,SEATTLE,98121,120,8001,1,1,1,1,3,2,5,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,478.51
1,13814,1,2,2,4,2,1,1,2,1,16,11,4,1,SEATTLE,98122,115,7800,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,3,2006, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,146.63
1,13818,1,1,8,2,1,2,1,4,2,17,4,2,1,SEATTLE,98117,38,3000,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,2005,4,1987, , , , , , , , , , , , , , , , ,1, ,2006,5,5,1,2,1,190.5
1,13827,1,2,4,1,1,0,1,4,0,2,2,1,3,TACOMA,98405,704,61400,5,0,1,1,2,3,3,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,318.53
1,13835,1,2,5,1,0,2,1,3,1,9,9,3,1,SEATTLE,98112,90,6300,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,3,2006,1,1982, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,66.75
1,13836,1,2,1,4,1,2,1,4,2,3,3,1,1,KENT,98031,399,29407,3,2,1,2,3,1,5,7,1, , , , ,2,2,2,5,98,2,1,1,1992,2,1996, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,629.19
1,13844,1,2,4,1,1,0,0,4,1,5,5,2,1,SEATTLE,98103,22,1700,1,1,1,1,1,2,2,7,1,2,SUQUAMISH,98392,904,3,4,2,5,7,3,7, , , , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,178.96
1,13846,1,2,4,1,1,1,1,4,1,9,9,3,1,SEATTLE,98102,94,6600,1,1,1,1,2,2,5,1,1, , , , ,2,1,2,5,7,4,6,1,2001, , , , , , , , , , , , , , , , , , ,1, ,2006,5,5,3,4,3,82.78
1,13847,1,2,4,1,1,2,1,4,1,6,6,2,1,SEATTLE,98118,200,11102,1,1,1,1,3,1,1,7,6, , , , , , , , , , , ,2,1998,1,1998, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,90.81
1,13857,1,2,1,4,2,1,0,2,2,10,10,3,1,SEATTLE,98122,117,7900,1,1,1,1,1,1,1,7,5,1,SEATTLE,98102,93,1,3,2,5,7,5,11,1,1996, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,145.01
1,13861,1,2,7,2,2,2,1,3,2,8,8,3,1,SEATTLE,98115,26,2000,1,1,1,2,1,2,2,7,3, , , , ,2,1,2,1,7,3,1,1,2003,1,1981, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,97.8
1,13863,1,2,8,2,0,1,0,3,2,5,5,2,3,TACOMA,98406,693,60905,5,0,1,1,3,2,96,6,2, , , , ,3,4,1,1,6,6,29,1,1998, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,244.83
1,13867,1,2,5,1,0,1,1,3,0,99,11,4,4,EDMONDS,98020,578,50500,6,0,1,1,3,1,5,4,3,4,EDMONDS,98026,574,98,1,1,1,7,7,5,1,2002, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,123.25
1,13869,1,2,7,2,1,1,0,4,2,5,5,2,1,SHORELINE,98155,226,20600,1,2,1,1,3,1,1,7,4,1,SEATTLE,98115,25,1,1,2,1,7,5,1,3,1992, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,567.87
1,13883,1,2,8,2,0,2,1,3,2,11,11,4,1,SEATTLE,98122,115,7800,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,1990,1,1997, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,97.49
1,13890,1,2,5,1,0,1,1,3,1,3,3,1,1,SEATTLE,98125,1,100,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,1,9998, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,141.12
1,13893,1,2,8,2,1,2,1,4,2,8,8,3,1,BURIEN,98166,358,27500,3,2,1,2,1,1,1,7,7, , , , , , , , , , , ,1,1997,1,1999, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,183.5
1,13897,1,2,3,1,1,1,1,4,1,4,4,2,1,SEATAC,98188,377,28802,3,2,1,2,1,2,1,7,7, , , , , , , , , , , ,3,2006, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,859.01
1,13907,1,2,3,1,1,1,1,4,1,4,4,2,1,SEATTLE,98109,98,7000,1,1,1,1,3,2,5,7,1,1,SEATTLE,98109,98,1,1,2,1,7,2,1,1,1991, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,627.89
1,13914,1,2,6,2,2,3,1,3,2,16,11,4,1,SEATTLE,98112,89,6200,1,1,1,1,1,1,1,7,4,1,SEATTLE,98122,114,1,1,2,2,7,2, ,3,1996,1,1992,6,1981, , , , , , , , , , , , , , ,1, ,2006,6,6,6,7,2,712.47
1,13923,1,2,7,2,2,2,1,3,2,7,7,3,1,SEATTLE,98136,189,10500,1,1,1,1,1,1,1,6,5, , , , ,3,4,1,1,7,6,3,2,1990,1,1990, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,113.73
1,13928,1,2,7,2,2,2,1,3,2,18,9,3,4,LYNNWOOD,98087,593,51801,6,0,1,1,2,1,1,7,6, , , , , , , , , , , ,4,2002,1,1993, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,218.57
1,13933,1,2,7,2,2,2,1,3,2,10,10,3,1,SEATTLE,98144,170,9500,1,1,1,1,1,1,1,7,6, , , , , , , , , , , ,1,2000,3,2004, , , , , , , , , , , , , , , , ,1, ,2006,5,5,3,4,3,118.64
1,13935,1,2,4,1,0,1,1,3,1,2,2,1,3,TACOMA,98465,696,61002,5,0,1,3,4,1,1,7,7, , , , , , , , , , , ,3,2002, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,205.59
1,13940,1,2,8,2,0,2,1,3,2,10,10,3,4,MUKILTEO,98275,546,41301,6,0,1,1,1,1,1,7,5,4,EDMONDS,98026,575,1,1,1,1,5,7,21,2,1998,1,1990, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,112.35
1,13953,1,2,7,2,2,1,1,2,1,11,11,4,1,SEATTLE,98125,28,2200,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,3,2005, , , , , , , , , , , , , , , , , , ,1,1,2006,4,4,25,26,2,129.55
1,13957,1,2,2,4,3,4,1,3,4,98,6,2,1,ISSAQUAH,98027,282,23402,2,2,1,1,1,1,1,3,4, , , , ,1,1,1,1,7,5,8,3,2001,2,1999,1,1995,1,1995, , , , , , , , , , , , ,1, ,2006,5,5,4,5,4,354.66
1,13963,1,2,7,2,2,1,0,2,2,16,11,4,1,SEATTLE,98105,71,5301,1,1,1,1,3,2,5,6,2,1,SEATTLE,98101,109,1,3,2,5,6,2,4,1,2002, , , , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,129.55
1,13970,1,2,2,4,1,2,1,4,2,9,9,3,1,BELLEVUE,98006,313,24901,2,2,1,1,2,2,3,6,2, , , , ,1,2,2,5,2,2,96,1,2004,2,2005, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,394.79
1,13973,1,2,7,2,1,2,1,4,2,4,4,2,1,SEATTLE,98103,69,5100,1,1,1,1,1,1,1,7,7, , , , , , , , , , , ,3,1997,1,1981, , , , , , , , , , , , , , , , ,1, ,2006,4,4,25,26,2,193.12
1,13980,1,2,7,2,2,2,1,3,2,12,11,4,1,SEATTLE,98122,114,7700,1,1,1,1,2,1,1,7,5,1,SEATTLE,98122,118,1,2,1,5,7,5,16,1,1991,1,1995, , , , , , , , , , , , , , , , ,1, ,2006,5,5,3,4,3,124.16
