variable,value,label,val_order,group_1_title,group_1_value,group_2_title,group_2_value,group_3_title,group_3_value
telecommute_freq,11,5+ days,1410,telecommute_freq_simple,5+ days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,3+ days
telecommute_freq,12,3-4 days,1411,telecommute_freq_simple,3-4 days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,3+ days
telecommute_freq,13,1-2 days,1412,telecommute_freq_simple,1-2 days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,1-2 days
telecommute_freq,995,Missing: Skip Logic,1413,telecommute_freq_simple,Missing: Skip Logic,telecommute_freq_cond,Never or less than weekly,telecommute_freq_broad,Never or less than weekly
telecommute_freq,996,Never,1414,telecommute_freq_simple,Never or less than weekly,telecommute_freq_cond,Never or less than weekly,telecommute_freq_broad,Never or less than weekly
telework_time,1000,None,1415,telework_time_23,Less than 1 hour,,,,
telework_time,0,0 minutes,1416,telework_time_23,Less than 1 hour,,,,
telework_time,1,More than 6 hours,1417,telework_time_23,More than 6 hours,,,,
telework_time,2,1-6 hours,1418,telework_time_23,1-6 hours,,,,
telework_time,3,Less than 1 hour,1419,telework_time_23,Less than 1 hour,,,,
telework_time,4,0 hours,1420,telework_time_23,Less than 1 hour,,,,
telework_time,15,15 minutes,1421,telework_time_23,Less than 1 hour,,,,
telework_time,30,30 minutes,1422,telework_time_23,Less than 1 hour,,,,
telework_time,45,45 minutes,1423,telework_time_23,Less than 1 hour,,,,
telework_time,60,1 hour,1424,telework_time_23,1-6 hours,,,,
telework_time,75,1 hour 15 minutes,1425,telework_time_23,1-6 hours,,,,
telework_time,90,1 hour 30 minutes,1426,telework_time_23,1-6 hours,,,,
telework_time,105,1 hour 45 minutes,1427,telework_time_23,1-6 hours,,,,
telework_time,120,2 hours,1428,telework_time_23,1-6 hours,,,,
telework_time,135,2 hours 15 minutes,1429,telework_time_23,1-6 hours,,,,
telework_time,150,2 hours 30 minutes,1430,telework_time_23,1-6 hours,,,,
telework_time,165,2 hours 45 minutes,1431,telework_time_23,1-6 hours,,,,
telework_time,180,3 hours,1432,telework_time_23,1-6 hours,,,,
telework_time,195,3 hours 15 minutes,1433,telework_time_23,1-6 hours,,,,
telework_time,210,3 hours 30 minutes,1434,telework_time_23,1-6 hours,,,,
telework_time,225,3 hours 45 minutes,1435,telework_time_23,1-6 hours,,,,
telework_time,240,4 hours,1436,telework_time_23,1-6 hours,,,,
telework_time,255,4 hours 15 minutes,1437,telework_time_23,1-6 hours,,,,
telework_time,270,4 hours 30 minutes,1438,telework_time_23,1-6 hours,,,,
telework_time,285,4 hours 45 minutes,1439,telework_time_23,1-6 hours,,,,
telework_time,300,5 hours,1440,telework_time_23,1-6 hours,,,,
telework_time,315,5 hours 15 minutes,1441,telework_time_23,1-6 hours,,,,
telework_time,330,5 hours 30 minutes,1442,telework_time_23,1-6 hours,,,,
telework_time,345,5 hours 45 minutes,1443,telework_time_23,1-6 hours,,,,
telework_time,360,6 hours,1444,telework_time_23,1-6 hours,,,,
telework_time,375,6 hours 15 minutes,1445,telework_time_23,More than 6 hours,,,,
telework_time,390,6 hours 30 minutes,1446,telework_time_23,More than 6 hours,,,,
telework_time,405,6 hours 45 minutes,1447,telework_time_23,More than 6 hours,,,,
telework_time,420,7 hours,1448,telework_time_23,More than 6 hours,,,,
telework_time,435,7 hours 15 minutes,1449,telework_time_23,More than 6 hours,,,,
telework_time,450,7 hours 30 minutes,1450,telework_time_23,More than 6 hours,,,,
telework_time,465,7 hours 45 minutes,1451,telework_time_23,More than 6 hours,,,,
telework_time,480,8 hours,1452,telework_time_23,More than 6 hours,,,,
telework_time,495,8 hours 15 minutes,1453,telework_time_23,More than 6 hours,,,,
telework_time,510,8 hours 30 minutes,1454,telework_time_23,More than 6 hours,,,,
telework_time,525,8 hours 45 minutes,1455,telework_time_23,More than 6 hours,,,,
telework_time,540,9 hours,1456,telework_time_23,More than 6 hours,,,,
telework_time,555,9 hours 15 minutes,1457,telework_time_23,More than 6 hours,,,,
telework_time,570,9 hours 30 minutes,1458,telework_time_23,More than 6 hours,,,,
telework_time,585,9 hours 45 minutes,1459,telework_time_23,More than 6 hours,,,,
telework_time,600,10 hours,1460,telework_time_23,More than 6 hours,,,,
telework_time,615,10 hours 15 minutes,1461,telework_time_23,More than 6 hours,,,,
telework_time,630,10 hours 30 minutes,1462,telework_time_23,More than 6 hours,,,,
telework_time,645,10 hours 45 minutes,1463,telework_time_23,More than 6 hours,,,,
telework_time,660,11 hours,1464,telework_time_23,More than 6 hours,,,,
telework_time,675,11 hours 15 minutes,1465,telework_time_23,More than 6 hours,,,,
telework_time,690,11 hours 30 minutes,1466,telework_time_23,More than 6 hours,,,,
telework_time,705,11 hours 45 minutes,1467,telework_time_23,More than 6 hours,,,,
telework_time,720,12 hours,1468,telework_time_23,More than 6 hours,,,,
telework_time,735,12 hours 15 minutes,1469,telework_time_23,More than 6 hours,,,,
telework_time,750,12 hours 30 minutes,1470,telework_time_23,More than 6 hours,,,,
telework_time,765,12 hours 45 minutes,1471,telework_time_23,More than 6 hours,,,,
telework_time,780,13 hours,1472,telework_time_23,More than 6 hours,,,,
telework_time,795,13 hours 15 minutes,1473,telework_time_23,More than 6 hours,,,,
telework_time,810,13 hours 30 minutes,1474,telework_time_23,More than 6 hours,,,,
telework_time,825,13 hours 45 minutes,1475,telework_time_23,More than 6 hours,,,,
telework_time,840,14 hours,1476,telework_time_23,More than 6 hours,,,,
telework_time,855,14 hours 15 minutes,1477,telework_time_23,More than 6 hours,,,,
telework_time,870,14 hours 30 minutes,1478,telework_time_23,More than 6 hours,,,,
telework_time,885,14 hours 45 minutes,1479,telework_time_23,More than 6 hours,,,,
telework_time,900,15 hours,1480,telework_time_23,More than 6 hours,,,,
telework_time,915,15 hours 15 minutes,1481,telework_time_23,More than 6 hours,,,,
telework_time,930,15 hours 30 minutes,1482,telework_time_23,More than 6 hours,,,,
telework_time,945,15 hours 45 minutes,1483,telework_time_23,More than 6 hours,,,,
telework_time,960,16 hours,1484,telework_time_23,More than 6 hours,,,,
telework_time,975,16 hours 15 minutes,1485,telework_time_23,More than 6 hours,,,,
telework_time,990,16 hours 30 minutes,1486,telework_time_23,More than 6 hours,,,,
telework_time,995,Missing Response,1487,telework_time_23,Missing Response,,,,
telework_time,1005,16 hours 45 minutes,1488,telework_time_23,More than 6 hours,,,,
telework_time,1020,17 hours,1489,telework_time_23,More than 6 hours,,,,
telework_time,1035,17 hours 15 minutes,1490,telework_time_23,More than 6 hours,,,,
telework_time,1050,17 hours 30 minutes,1491,telework_time_23,More than 6 hours,,,,
telework_time,1065,17 hours 45 minutes,1492,telework_time_23,More than 6 hours,,,,
telework_time,1080,18 hours,1493,telework_time_23,More than 6 hours,,,,
telework_time,1095,18 hours 15 minutes,1494,telework_time_23,More than 6 hours,,,,
telework_time,1110,18 hours 30 minutes,1495,telework_time_23,More than 6 hours,,,,
telework_time,1125,18 hours 45 minutes,1496,telework_time_23,More than 6 hours,,,,
telework_time,1140,19 hours,1497,telework_time_23,More than 6 hours,,,,
telework_time,1155,19 hours 15 minutes,1498,telework_time_23,More than 6 hours,,,,
telework_time,1170,19 hours 30 minutes,1499,telework_time_23,More than 6 hours,,,,
telework_time,1185,19 hours 45 minutes,1500,telework_time_23,More than 6 hours,,,,
telework_time,1200,20 hours,1501,telework_time_23,More than 6 hours,,,,
telework_time,1215,20 hours 15 minutes,1502,telework_time_23,More than 6 hours,,,,
telework_time,1230,20 hours 30 minutes,1503,telework_time_23,More than 6 hours,,,,
telework_time,1245,20 hours 45 minutes,1504,telework_time_23,More than 6 hours,,,,
telework_time,1260,21 hours,1505,telework_time_23,More than 6 hours,,,,
telework_time,1275,21 hours 15 minutes,1506,telework_time_23,More than 6 hours,,,,
telework_time,1290,21 hours 30 minutes,1507,telework_time_23,More than 6 hours,,,,
telework_time,1305,21 hours 45 minutes,1508,telework_time_23,More than 6 hours,,,,
telework_time,1320,22 hours,1509,telework_time_23,More than 6 hours,,,,
telework_time,1335,22 hours 15 minutes,1510,telework_time_23,More than 6 hours,,,,
telework_time,1350,22 hours 30 minutes,1511,telework_time_23,More than 6 hours,,,,
telework_time,1365,22 hours 45 minutes,1512,telework_time_23,More than 6 hours,,,,
telework_time,1380,23 hours,1513,telework_time_23,More than 6 hours,,,,
telework_time,1395,23 hours 15 minutes,1514,telework_time_23,More than 6 hours,,,,
telework_time,1410,23 hours 30 minutes,1515,telework_time_23,More than 6 hours,,,,
telework_time,1425,23 hours 45 minutes,1516,telework_time_23,More than 6 hours,,,,
telework_time,1440,24 hours,1517,telework_time_23,More than 6 hours,,,,
vehicle_count,0,0 (no vehicles),1564,vehicle_count_simple,0 (no vehicles),,,,
vehicle_count,1,1 vehicle,1565,vehicle_count_simple,1 vehicle,,,,
vehicle_count,2,2 vehicles,1566,vehicle_count_simple,2 vehicles,,,,
vehicle_count,3,3 vehicles,1567,vehicle_count_simple,3 vehicles,,,,
vehicle_count,4,4 vehicles,1568,vehicle_count_simple,4 or more vehicles,,,,
vehicle_count,5,5 vehicles,1569,vehicle_count_simple,4 or more vehicles,,,,
vehicle_count,6,6 vehicles,1570,vehicle_count_simple,4 or more vehicles,,,,
vehicle_count,7,7 vehicles,1571,vehicle_count_simple,4 or more vehicles,,,,
vehicle_count,8,8 vehicles,1572,vehicle_count_simple,4 or more vehicles,,,,
vehicle_count,9,9 vehicles,1573,vehicle_count_simple,4 or more vehicles,,,,
vehicle_count,10,10 or more vehicles,1574,vehicle_count_simple,4 or more vehicles,,,,
vehicle_count,11,8 or more vehicles,1575,vehicle_count_simple,4 or more vehicles,,,,
