variable	value	label	val_order						
home_jurisdiction		Bainbridge Island	754						
home_jurisdiction		Beaux Arts	755						
home_jurisdiction		Bellevue	756						
home_jurisdiction		Black Diamond	757						
home_jurisdiction		Bonney Lake	758						
home_jurisdiction		Bothell	759						
home_jurisdiction		Bremerton	760						
home_jurisdiction		Brier	761						
home_jurisdiction		Buckley	762						
home_jurisdiction		Burien	763						
home_jurisdiction		Carnation	764						
home_jurisdiction		Clyde Hill	765						
home_jurisdiction		Covington	766						
home_jurisdiction		Des Moines	767						
home_jurisdiction		DuPont	768						
home_jurisdiction		Duvall	769						
home_jurisdiction		Eatonville	770						
home_jurisdiction		Edgewood	771						
home_jurisdiction		Edmonds	772						
home_jurisdiction		Enumclaw	773						
home_jurisdiction		Everett	774						
home_jurisdiction		Federal Way	775						
home_jurisdiction		Fife	776						
home_jurisdiction		Fircrest	777						
home_jurisdiction		Gig Harbor	778						
home_jurisdiction		Gold Bar	779						
home_jurisdiction		Granite Falls	780						
home_jurisdiction		Index	781						
home_jurisdiction		Issaquah	782						
home_jurisdiction		Kenmore	783						
home_jurisdiction		Kent	784						
home_jurisdiction		Kirkland	785						
home_jurisdiction		Lake Forest Park	786						
home_jurisdiction		Lake Stevens	787						
home_jurisdiction		Lakewood	788						
home_jurisdiction		Lynnwood	789						
home_jurisdiction		Maple Valley	790						
home_jurisdiction		Marysville	791						
home_jurisdiction		Medina	792						
home_jurisdiction		Mercer Island	793						
home_jurisdiction		Mill Creek	794						
home_jurisdiction		Milton	795						
home_jurisdiction		Monroe	796						
home_jurisdiction		Mountlake Terrace	797						
home_jurisdiction		Mukilteo	798						
home_jurisdiction		Newcastle	799						
home_jurisdiction		Normandy Park	800						
home_jurisdiction		North Bend	801						
home_jurisdiction		Orting	802						
home_jurisdiction		Pacific	803						
home_jurisdiction		Port Orchard	804						
home_jurisdiction		Poulsbo	805						
home_jurisdiction		Puyallup	806						
home_jurisdiction		Redmond	807						
home_jurisdiction		Renton	808						
home_jurisdiction		Ruston	809						
home_jurisdiction		Sammamish	810						
home_jurisdiction		Sea Tac	811						
home_jurisdiction		Seattle	812						
home_jurisdiction		Shoreline	813						
home_jurisdiction		Snohomish	814						
home_jurisdiction		Snoqualmie	815						
home_jurisdiction		Stanwood	816						
home_jurisdiction		Steilacoom	817						
home_jurisdiction		Sultan	818						
home_jurisdiction		Sumner	819						
home_jurisdiction		Tacoma	820						
home_jurisdiction		Tukwila	821						
home_jurisdiction		Unincorporated King County	822						
home_jurisdiction		Unincorporated Kitsap County	823						
home_jurisdiction		Unincorporated Pierce County	824						
home_jurisdiction		Unincorporated San Juan County	825						
home_jurisdiction		Unincorporated Snohomish County	826						
home_jurisdiction		University Place	827						
home_jurisdiction		Unknown	828						
home_jurisdiction		Wilkeson	829						
home_jurisdiction		Woodinville	830						
home_jurisdiction		Yarrow Point	831						
home_rgcname		Auburn	832						
home_rgcname		Bellevue	833						
home_rgcname		Bothell Canyon Park	834						
home_rgcname		Bremerton	835						
home_rgcname		Burien	836						
home_rgcname		Everett	837						
home_rgcname		Federal Way	838						
home_rgcname		Greater Downtown Kirkland	839						
home_rgcname		Issaquah	840						
home_rgcname		Kirkland Totem Lake	841						
home_rgcname		Lakewood	842						
home_rgcname		Lynnwood	843						
home_rgcname		Not RGC	844						
home_rgcname		Puyallup Downtown	845						
home_rgcname		Puyallup South Hill	846						
home_rgcname		Redmond Downtown	847						
home_rgcname		Redmond-Overlake	848						
home_rgcname		Renton	849						
home_rgcname		SeaTac	850						
home_rgcname		Seattle Downtown	851						
home_rgcname		Seattle First Hill/Capitol Hill	852						
home_rgcname		Seattle Northgate	853						
home_rgcname		Seattle South Lake Union	854						
home_rgcname		Seattle University Community	855						
home_rgcname		Seattle Uptown	856						
home_rgcname		Silverdale	857						
home_rgcname		Tacoma Downtown	858						
home_rgcname		Tacoma Mall	859						
home_rgcname		Tukwila	860						
home_rgcname		University Place	861						
hours_work		More than 50 hours	862						
hours_work		41–50 hours	863						
hours_work		31-40 hours	864						
hours_work		21–30 hours	865						
hours_work		11–20 hours	866						
hours_work		10 hours or fewer	867						
hours_work		35-40 hours	868						
hours_work		31-34 hours	869						
hours_work		Missing: Skip Logic	870						
industry		Financial services	871						
industry		Real estate	872						
industry		"Professional and business services (e.g., consulting, legal, marketing)"	873						
industry		"Personal services (e.g., hair styling, personal assistance, pet sitting)"	874						
industry		"Hospitality (e.g., restaurant, accommodation)"	875						
industry		"Natural resources (e.g., forestry, fishery, energy)"	876						
industry		Public education	877						
industry		Private education	878						
industry		"Childcare (e.g., nanny, babysitter)"	879						
industry		Health care	880						
industry		Sports and fitness	881						
industry		Social assistance	882						
industry		Arts and entertainment	883						
industry		Retail	884						
industry		"Manufacturing (e.g., aerospace & defense, electrical, machinery)"	885						
industry		Transportation and utilities	886						
industry		Construction	887						
industry		Landscaping	888						
industry		Government	889						
industry		Military	890						
industry		Technology and telecommunications	891						
industry		Media	892						
industry		Other	893						
industry		Missing: Skip Logic	894						
is_participant		No	895						
is_participant		Yes	896						
jobs_count		0 jobs	897						
jobs_count		1 job	898						
jobs_count		2 jobs	899						
jobs_count		3 jobs	900						
jobs_count		4 jobs	901						
jobs_count		5 or more jobs	902						
jobs_count		Missing: Skip Logic	903						
license		"Yes, has an intermediate or unrestricted license"	904						
license		"Yes, has a learner’s permit"	905						
license		"No, does not have a license or permit"	906						
license		"Yes, drives"	907						
license		"No, does not drive"	908						
license		Missing: Skip Logic	909						
lifecycle		Household includes children under 5	910	lifecycle_simple	Household has kids				
lifecycle		Household includes children age 5-17	911	lifecycle_simple	Household has kids				
lifecycle		"Household size = 1, Householder under age 35"	912	lifecycle_simple	"Under 35 years, no kids"				
lifecycle		"Household size = 1, Householder age 35 - 64"	913	lifecycle_simple	35-64				
lifecycle		"Household size = 1, Householder age 65+"	914	lifecycle_simple	65 years or older				
lifecycle		"Household size > 1, Householder under age 35"	915	lifecycle_simple	"Under 35 years, no kids"				
lifecycle		"Household size > 1, Householder age 35 - 64"	916	lifecycle_simple	35-64				
lifecycle		"Household size > 1, Householder age 65+"	917	lifecycle_simple	65 years or older				
loc_end		Home	918						
loc_end		Work	919						
loc_end		Other	920						
loc_end		"Other, please specify"	921						
loc_end		Someone else's home	922						
loc_end		"Other home (e.g., other parent, second home)"	923						
loc_end		"Traveling (e.g., red-eye flight)"	924						
loc_end		"Temporary lodging (e.g., hotel, vacation rental)"	925						
loc_end		Missing Response	926						
loc_start		Home	927						
loc_start		Work	928						
loc_start		Other	929						
loc_start		"Other, please specify"	930						
loc_start		"Other home (e.g., other parent, second home)"	931						
loc_start		"Traveling (e.g., red-eye flight)"	932						
loc_start		Someone else's home	933						
loc_start		"Temporary lodging (e.g., hotel, vacation rental)"	934						
loc_start		Missing Response	935						
loc_start		Missing: Skip Logic	936						
mobility_aides		No	937						
mobility_aides		Yes	938						
mobility_aides		Missing Response	939						
mobility_aides		Prefer not to answer	940						
mode_simple		Drive	941						
mode_simple		Walk	942						
mode_simple		Bike	943						
mode_simple		Transit	944						
mode_simple		Other	945						
mode_simple		Missing Response	946						
mode_simple			947						
mode_1		Walk (or jog/wheelchair)	948						
mode_1		Bicycle or e-bike (rSurvey only)	949						
mode_1		Household vehicle 1	950						
mode_1		Household vehicle 2	951						
mode_1		Household vehicle 3	952						
mode_1		Household vehicle 4	953						
mode_1		Household vehicle 5	954						
mode_1		Household vehicle 6	955						
mode_1		Household vehicle 7	956						
mode_1		Household vehicle 8	957						
mode_1		Household vehicle 9	958						
mode_1		Household vehicle 10	959						
mode_1		Other vehicle in household	960						
mode_1		Rental car	961						
mode_1		"Carshare service (e.g., Turo, Zipcar, Getaround, GIG)"	962						
mode_1		"Carshare service (e.g., Turo, Zipcar, ReachNow)"	963						
mode_1		Vanpool	964						
mode_1		Other non-household vehicle	965						
mode_1		Bus (public transit)	966						
mode_1		School bus	967						
mode_1		Private bus or shuttle	968						
mode_1		Paratransit	969						
mode_1		Other bus (rMove only)	970						
mode_1		Airplane or helicopter	971						
mode_1		Ferry or water taxi	972						
mode_1		Car from work	973						
mode_1		Friend/colleague's car	974						
mode_1		"Taxi (e.g., Yellow Cab)"	975						
mode_1		"Other hired service (Uber, Lyft, or other smartphone-app car service)"	976						
mode_1		"Commuter rail (Sounder, Amtrak)"	977						
mode_1		Other rail	978						
mode_1		"Other rail (e.g., streetcar)"	979						
mode_1		Skateboard or rollerblade	980						
mode_1		Other motorcycle/moped/scooter	981						
mode_1		Other motorcycle in household	982						
mode_1		"Urban Rail (e.g., Link light rail, monorail, streetcar)"	983						
mode_1		"Urban Rail (e.g., Link light rail, monorail)"	984						
mode_1		Other motorcycle (not my household's)	985						
mode_1		"Other hired car service (e.g., black car, limo)"	986						
mode_1		Other rented bicycle	987						
mode_1		"Borrowed bicycle (e.g., a friend's)"	988						
mode_1		Standard bicycle (my household's)	989						
mode_1		Bike-share - electric bicycle	990						
mode_1		Bike-share - standard bicycle	991						
mode_1		Other motorcycle/moped	992						
mode_1		"Scooter or e-scooter (e.g., Lime, Bird, Razor)"	993						
mode_1		Bicycle owned by my household (rMove only)	994						
mode_1		"Borrowed bicycle (e.g., from a friend) (rMove only)"	995						
mode_1		Bike-share bicycle (rMove only)	996						
mode_1		Other rented bicycle (rMove only)	997						
mode_1		Segway or Onewheel/electric unicycle	998						
mode_1		"Other scooter, moped, skateboard"	999						
mode_1		Personal scooter or moped (not shared)	1000						
mode_1		Vehicle ferry (took vehicle on board)	1001						
mode_1		Electric bicycle (my household's)	1002						
mode_1		"Scooter-share (e.g., Bird, Lime)"	1003						
mode_1		"Other mode (e.g., skateboard, kayak, motorhome, etc.)"	1004						
mode_1		Missing Response	1005						
mode_2		Walk (or jog/wheelchair)	1006						
mode_2		Bicycle or e-bike (rSurvey only)	1007						
mode_2		Household vehicle 1	1008						
mode_2		Household vehicle 2	1009						
mode_2		Household vehicle 3	1010						
mode_2		Household vehicle 4	1011						
mode_2		Household vehicle 5	1012						
mode_2		Household vehicle 6	1013						
mode_2		Household vehicle 7	1014						
mode_2		Household vehicle 8	1015						
mode_2		Household vehicle 9	1016						
mode_2		Household vehicle 10	1017						
mode_2		Other vehicle in household	1018						
mode_2		Rental car	1019						
mode_2		"Carshare service (e.g., Turo, Zipcar, Getaround, GIG)"	1020						
mode_2		"Carshare service (e.g., Turo, Zipcar, ReachNow)"	1021						
mode_2		Vanpool	1022						
mode_2		Other non-household vehicle	1023						
mode_2		Bus (public transit)	1024						
mode_2		School bus	1025						
mode_2		Private bus or shuttle	1026						
mode_2		Paratransit	1027						
mode_2		Other bus (rMove only)	1028						
mode_2		Airplane or helicopter	1029						
mode_2		Ferry or water taxi	1030						
mode_2		Car from work	1031						
mode_2		Friend/colleague's car	1032						
mode_2		"Taxi (e.g., Yellow Cab)"	1033						
mode_2		"Other hired service (Uber, Lyft, or other smartphone-app car service)"	1034						
mode_2		"Commuter rail (Sounder, Amtrak)"	1035						
mode_2		Other rail	1036						
mode_2		"Other rail (e.g., streetcar)"	1037						
mode_2		Skateboard or rollerblade	1038						
mode_2		Other motorcycle/moped/scooter	1039						
mode_2		Other motorcycle in household	1040						
mode_2		"Urban Rail (e.g., Link light rail, monorail, streetcar)"	1041						
mode_2		"Urban Rail (e.g., Link light rail, monorail)"	1042						
mode_2		Other motorcycle (not my household's)	1043						
mode_2		"Other hired car service (e.g., black car, limo)"	1044						
mode_2		Other rented bicycle	1045						
mode_2		"Borrowed bicycle (e.g., a friend's)"	1046						
mode_2		Standard bicycle (my household's)	1047						
mode_2		Bike-share - electric bicycle	1048						
mode_2		Bike-share - standard bicycle	1049						
mode_2		Other motorcycle/moped	1050						
mode_2		"Scooter or e-scooter (e.g., Lime, Bird, Razor)"	1051						
mode_2		Bicycle owned by my household (rMove only)	1052						
mode_2		"Borrowed bicycle (e.g., from a friend) (rMove only)"	1053						
mode_2		Bike-share bicycle (rMove only)	1054						
mode_2		Other rented bicycle (rMove only)	1055						
mode_2		Segway or Onewheel/electric unicycle	1056						
mode_2		"Other scooter, moped, skateboard"	1057						
mode_2		Personal scooter or moped (not shared)	1058						
mode_2		Vehicle ferry (took vehicle on board)	1059						
mode_2		Electric bicycle (my household's)	1060						
mode_2		"Scooter-share (e.g., Bird, Lime)"	1061						
mode_2		"Other mode (e.g., skateboard, kayak, motorhome, etc.)"	1062						
mode_2		Missing Response	1063						
mode_3		Walk (or jog/wheelchair)	1064						
mode_3		Bicycle or e-bike (rSurvey only)	1065						
mode_3		Household vehicle 1	1066						
mode_3		Household vehicle 2	1067						
mode_3		Household vehicle 3	1068						
mode_3		Household vehicle 4	1069						
mode_3		Household vehicle 5	1070						
mode_3		Household vehicle 6	1071						
mode_3		Household vehicle 7	1072						
mode_3		Household vehicle 8	1073						
mode_3		Household vehicle 9	1074						
mode_3		Household vehicle 10	1075						
mode_3		Other vehicle in household	1076						
mode_3		Rental car	1077						
mode_3		"Carshare service (e.g., Turo, Zipcar, Getaround, GIG)"	1078						
mode_3		"Carshare service (e.g., Turo, Zipcar, ReachNow)"	1079						
mode_3		Vanpool	1080						
mode_3		Other non-household vehicle	1081						
mode_3		Bus (public transit)	1082						
mode_3		School bus	1083						
mode_3		Private bus or shuttle	1084						
mode_3		Paratransit	1085						
mode_3		Other bus (rMove only)	1086						
mode_3		Airplane or helicopter	1087						
mode_3		Ferry or water taxi	1088						
mode_3		Car from work	1089						
mode_3		Friend/colleague's car	1090						
mode_3		"Taxi (e.g., Yellow Cab)"	1091						
mode_3		"Other hired service (Uber, Lyft, or other smartphone-app car service)"	1092						
mode_3		"Commuter rail (Sounder, Amtrak)"	1093						
mode_3		Other rail	1094						
mode_3		"Other rail (e.g., streetcar)"	1095						
mode_3		Skateboard or rollerblade	1096						
mode_3		Other motorcycle/moped/scooter	1097						
mode_3		Other motorcycle in household	1098						
mode_3		"Urban Rail (e.g., Link light rail, monorail, streetcar)"	1099						
mode_3		"Urban Rail (e.g., Link light rail, monorail)"	1100						
mode_3		Other motorcycle (not my household's)	1101						
mode_3		"Other hired car service (e.g., black car, limo)"	1102						
mode_3		Other rented bicycle	1103						
mode_3		"Borrowed bicycle (e.g., a friend's)"	1104						
mode_3		Standard bicycle (my household's)	1105						
mode_3		Bike-share - electric bicycle	1106						
mode_3		Bike-share - standard bicycle	1107						
mode_3		Other motorcycle/moped	1108						
mode_3		"Scooter or e-scooter (e.g., Lime, Bird, Razor)"	1109						
mode_3		Bicycle owned by my household (rMove only)	1110						
mode_3		"Borrowed bicycle (e.g., from a friend) (rMove only)"	1111						
mode_3		Bike-share bicycle (rMove only)	1112						
mode_3		Other rented bicycle (rMove only)	1113						
mode_3		Segway or Onewheel/electric unicycle	1114						
mode_3		"Other scooter, moped, skateboard"	1115						
mode_3		Personal scooter or moped (not shared)	1116						
mode_3		Vehicle ferry (took vehicle on board)	1117						
mode_3		Electric bicycle (my household's)	1118						
mode_3		"Scooter-share (e.g., Bird, Lime)"	1119						
mode_3		"Other mode (e.g., skateboard, kayak, motorhome, etc.)"	1120						
mode_3		Missing Response	1121						
mode_4		Walk (or jog/wheelchair)	1122						
mode_4		Bicycle or e-bike (rSurvey only)	1123						
mode_4		Household vehicle 1	1124						
mode_4		Household vehicle 2	1125						
mode_4		Household vehicle 3	1126						
mode_4		Household vehicle 4	1127						
mode_4		Household vehicle 5	1128						
mode_4		Household vehicle 6	1129						
mode_4		Household vehicle 7	1130						
mode_4		Household vehicle 8	1131						
mode_4		Household vehicle 9	1132						
mode_4		Household vehicle 10	1133						
mode_4		Other vehicle in household	1134						
mode_4		Rental car	1135						
mode_4		"Carshare service (e.g., Turo, Zipcar, Getaround, GIG)"	1136						
mode_4		"Carshare service (e.g., Turo, Zipcar, ReachNow)"	1137						
mode_4		Vanpool	1138						
mode_4		Other non-household vehicle	1139						
mode_4		Bus (public transit)	1140						
mode_4		School bus	1141						
mode_4		Private bus or shuttle	1142						
mode_4		Paratransit	1143						
mode_4		Other bus (rMove only)	1144						
mode_4		Airplane or helicopter	1145						
mode_4		Ferry or water taxi	1146						
mode_4		Car from work	1147						
mode_4		Friend/colleague's car	1148						
mode_4		"Taxi (e.g., Yellow Cab)"	1149						
mode_4		"Other hired service (Uber, Lyft, or other smartphone-app car service)"	1150						
mode_4		"Commuter rail (Sounder, Amtrak)"	1151						
mode_4		Other rail	1152						
mode_4		"Other rail (e.g., streetcar)"	1153						
mode_4		Skateboard or rollerblade	1154						
mode_4		Other motorcycle/moped/scooter	1155						
mode_4		Other motorcycle in household	1156						
mode_4		"Urban Rail (e.g., Link light rail, monorail, streetcar)"	1157						
mode_4		"Urban Rail (e.g., Link light rail, monorail)"	1158						
mode_4		Other motorcycle (not my household's)	1159						
mode_4		"Other hired car service (e.g., black car, limo)"	1160						
mode_4		Other rented bicycle	1161						
mode_4		"Borrowed bicycle (e.g., a friend's)"	1162						
mode_4		Standard bicycle (my household's)	1163						
mode_4		Bike-share - electric bicycle	1164						
mode_4		Bike-share - standard bicycle	1165						
mode_4		Other motorcycle/moped	1166						
mode_4		"Scooter or e-scooter (e.g., Lime, Bird, Razor)"	1167						
mode_4		Bicycle owned by my household (rMove only)	1168						
mode_4		"Borrowed bicycle (e.g., from a friend) (rMove only)"	1169						
mode_4		Bike-share bicycle (rMove only)	1170						
mode_4		Other rented bicycle (rMove only)	1171						
mode_4		Segway or Onewheel/electric unicycle	1172						
mode_4		"Other scooter, moped, skateboard"	1173						
mode_4		Personal scooter or moped (not shared)	1174						
mode_4		Vehicle ferry (took vehicle on board)	1175						
mode_4		Electric bicycle (my household's)	1176						
mode_4		"Scooter-share (e.g., Bird, Lime)"	1177						
mode_4		"Other mode (e.g., skateboard, kayak, motorhome, etc.)"	1178						
mode_4		Missing Response	1179						
mode_acc		Missing: Technical error	1180						
mode_acc		Walked or jogged	1181						
mode_acc		Bicycle or e-bicycle	1182						
mode_acc		Rode a bike	1183						
mode_acc		"Drove and parked a car (e.g., a vehicle in my household)"	1184						
mode_acc		"Drove and parked a carshare vehicle (e.g., ZipCar, Car2Go)"	1185						
mode_acc		Got dropped off	1186						
mode_acc		"Took a taxi (e.g., Yellow Cab)"	1187						
mode_acc		"Took ride-share/other hired car service (e.g., Lyft, Uber)"	1188						
mode_acc		"Transferred from another bus, shuttle, or vanpool"	1189						
mode_acc		"Scooter, moped, skateboard"	1190						
mode_acc		Transferred from other rail	1191						
mode_acc		"Transferred from other transit (e.g., ferry, air)"	1192						
mode_acc		"Uber/Lyft, taxi, or car service"	1193						
mode_acc		Drove and parked my own household's vehicle (or motorcycle)	1194						
mode_acc		Drove and parked another vehicle (or motorcycle)	1195						
mode_acc		Got dropped off in my own household's vehicle (or motorcycle)	1196						
mode_acc		Got dropped off in another vehicle (or motorcycle)	1197						
mode_acc		Other	1198						
mode_acc		Missing: Skip Logic	1199						
mode_class		Drive SOV	1200						
mode_class		Drive HOV2	1201						
mode_class		Drive HOV3+	1202						
mode_class		Transit	1203						
mode_class		Walk	1204						
mode_class		Bike	1205						
mode_class		Ride Hail	1206						
mode_class		Micromobility	1207						
mode_class		School Bus	1208						
mode_class		Other	1209						
mode_class		Missing Response	1210						
mode_class_5		Drive	1211						
mode_class_5		Transit	1212						
mode_class_5		Walk	1213						
mode_class_5		Bike	1214						
mode_class_5		Other	1215						
mode_class_5		Missing Response	1216						
mode_egr		Missing: Technical error	1217						
mode_egr		Walked or jogged	1218						
mode_egr		Bicycle or e-bicycle	1219						
mode_egr		Rode a bike	1220						
mode_egr		"Drove and parked a car (e.g., a vehicle in my household)"	1221						
mode_egr		"Drove and parked a carshare vehicle (e.g., ZipCar, Car2Go)"	1222						
mode_egr		Got dropped off	1223						
mode_egr		"Took a taxi (e.g., Yellow Cab)"	1224						
mode_egr		"Took ride-share/other hired car service (e.g., Lyft, Uber)"	1225						
mode_egr		"Transferred to another bus, shuttle, or vanpool"	1226						
mode_egr		"Scooter, moped, skateboard"	1227						
mode_egr		Transferred to other rail	1228						
mode_egr		"Transferred to other transit (e.g., ferry, air)"	1229						
mode_egr		"Uber/Lyft, taxi, or car service"	1230						
mode_egr		Drove my own household's vehicle (or motorcycle)	1231						
mode_egr		Drove another vehicle (or motorcycle)	1232						
mode_egr		Got picked up in my own household's vehicle (or motorcycle)	1233						
mode_egr		Got picked up in another vehicle (or motorcycle)	1234						
mode_egr		Other	1235						
mode_egr		Missing: Skip Logic	1236						
mode_freq_1		6-7 days/week	1237						
mode_freq_1		5 days/week	1238						
mode_freq_1		2-4 days/week	1239						
mode_freq_1		1 day/week	1240						
mode_freq_1		1-3 times in the past 30 days	1241						
mode_freq_1		"I do this, but not in the past 30 days"	1242						
mode_freq_1		I never do this	1243						
mode_freq_1		Missing: Skip Logic	1244						
mode_freq_2		6-7 days/week	1245						
mode_freq_2		5 days/week	1246						
mode_freq_2		2-4 days/week	1247						
mode_freq_2		1 day/week	1248						
mode_freq_2		1-3 times in the past 30 days	1249						
mode_freq_2		"I do this, but not in the past 30 days"	1250						
mode_freq_2		I never do this	1251						
mode_freq_2		Missing: Skip Logic	1252						
mode_freq_3		6-7 days/week	1253						
mode_freq_3		5 days/week	1254						
mode_freq_3		2-4 days/week	1255						
mode_freq_3		1 day/week	1256						
mode_freq_3		1-3 times in the past 30 days	1257						
mode_freq_3		"I do this, but not in the past 30 days"	1258						
mode_freq_3		I never do this	1259						
mode_freq_3		Missing: Skip Logic	1260						
mode_freq_4		6-7 days/week	1261						
mode_freq_4		5 days/week	1262						
mode_freq_4		2-4 days/week	1263						
mode_freq_4		1 day/week	1264						
mode_freq_4		1-3 times in the past 30 days	1265						
mode_freq_4		"I do this, but not in the past 30 days"	1266						
mode_freq_4		I never do this	1267						
mode_freq_4		Missing: Skip Logic	1268						
mode_freq_5		6-7 days/week	1269						
mode_freq_5		5 days/week	1270						
mode_freq_5		2-4 days/week	1271						
mode_freq_5		1 day/week	1272						
mode_freq_5		1-3 times in the past 30 days	1273						
mode_freq_5		"I do this, but not in the past 30 days"	1274						
mode_freq_5		I never do this	1275						
mode_freq_5		Missing: Skip Logic	1276						
no_school_closed		Not Selected	1277						
no_school_closed		Selected	1278						
no_school_closed		Missing: Skip Logic	1279						
no_school_dont_know		Not Selected	1280						
no_school_dont_know		Selected	1281						
no_school_dont_know		Missing: Skip Logic	1282						
no_school_no_answer		Not Selected	1283						
no_school_no_answer		Selected	1284						
no_school_no_answer		Missing: Skip Logic	1285						
no_school_online_home		Not Selected	1286						
no_school_online_home		Selected	1287						
no_school_online_home		Missing: Skip Logic	1288						
no_school_online_other		Not Selected	1289						
no_school_online_other		Selected	1290						
no_school_online_other		Missing: Skip Logic	1291						
no_school_other		Not Selected	1292						
no_school_other		Selected	1293						
no_school_other		Missing: Skip Logic	1294						
no_school_sick		Not Selected	1295						
no_school_sick		Selected	1296						
no_school_sick		Missing: Skip Logic	1297						
no_school_vacation		Not Selected	1298						
no_school_vacation		Selected	1299						
no_school_vacation		Missing: Skip Logic	1300						
notravel_delivery		Not Selected	1301						
notravel_delivery		Selected	1302						
notravel_delivery		Missing: Skip Logic	1303						
notravel_housework		Not Selected	1304						
notravel_housework		Selected	1305						
notravel_housework		Missing: Skip Logic	1306						
notravel_kidsbreak		Not Selected	1307						
notravel_kidsbreak		Selected	1308						
notravel_kidsbreak		Missing: Skip Logic	1309						
notravel_kidshomeschool		Not Selected	1310						
notravel_kidshomeschool		Selected	1311						
notravel_kidshomeschool		Missing: Skip Logic	1312						
notravel_kidshomeschool		Missing: Non-response	1313						
notravel_madetrips		Not selected	1314						
notravel_madetrips		Selected	1315						
notravel_madetrips		Missing Response	1316						
notravel_not_sure		Not selected	1317						
notravel_not_sure		Selected	1318						
notravel_not_sure		Missing Response	1319						
notravel_notransport		Not Selected	1320						
notravel_notransport		Selected	1321						
notravel_notransport		Missing: Skip Logic	1322						
notravel_notransport		Missing: Non-response	1323						
notravel_other		Not Selected	1324						
notravel_other		Selected	1325						
notravel_other		Missing: Skip Logic	1326						
notravel_other		Missing: Non-response	1327						
notravel_sick		Not Selected	1328						
notravel_sick		Selected	1329						
notravel_sick		Missing: Skip Logic	1330						
notravel_sick		Missing: Non-response	1331						
notravel_telecommute		Not Selected	1332						
notravel_telecommute		Selected	1333						
notravel_telecommute		Missing: Skip Logic	1334						
notravel_vacation		Not Selected	1335						
notravel_vacation		Selected	1336						
notravel_vacation		Missing: Skip Logic	1337						
notravel_vacation		Missing: Non-response	1338						
notravel_weather		Not selected	1339						
notravel_weather		Selected	1340						
notravel_weather		Missing Response	1341						
num_students		0 students	1342						
num_students		1 student	1343						
num_students		2 students	1344						
num_students		3 students	1345						
num_students		4 students	1346						
num_students		5 students	1347						
num_students		6 students	1348						
num_students		7 students	1349						
num_students		8 students	1350						
num_surveyable		1 surveyable person	1351						
num_surveyable		2 surveyable persons	1352						
num_surveyable		3 surveyable persons	1353						
num_surveyable		4 surveyable persons	1354						
num_surveyable		5 surveyable persons	1355						
num_surveyable		6 surveyable persons	1356						
num_surveyable		7 surveyable persons	1357						
num_surveyable		8 surveyable persons	1358						
num_surveyable			1359						
numadults		1 adult	1360						
numadults		2 adults	1361						
numadults		3 adults	1362						
numadults		4 adults	1363						
numadults		5 adults	1364						
numadults		6 adults	1365						
numadults		7 adults	1366						
numadults		8 adults	1367						
numadults		9 adults	1368						
numadults		10 adults	1369						
numadults		11 adults	1370						
numadults		12 adults	1371						
numadults		13 or more adults	1372						
numchildren		0 children	1373						
numchildren		1 child	1374						
numchildren		2 children	1375						
numchildren		3 children	1376						
numchildren		4 children	1377						
numchildren		5 children	1378						
numchildren		6 children	1379						
numchildren		7 children	1380						
numchildren		8 children	1381						
numchildren		9 children	1382						
numchildren		10 children	1383						
numchildren		11 children	1384						
numchildren		12 or more children	1385						
numworkers		0 workers	1386						
numworkers		1 worker	1387						
numworkers		2 workers	1388						
numworkers		3 workers	1389						
numworkers		4 workers	1390						
numworkers		5 workers	1391						
numworkers		6 workers	1392						
numworkers		7 workers	1393						
numworkers		8 workers	1394						
numworkers		9 workers	1395						
numworkers		10 workers	1396						
numworkers		11 workers	1397						
numworkers		12 workers	1398						
numworkers		13 or more workers	1399						
o_in_region		No	1400						
o_in_region		Yes	1401						
o_in_region		Missing Response	1402						
office_available		"Yes, I have a dedicated and private space available outside the home that I do not use."	1403						
office_available		"No, I do not have a dedicated and private space available outside the home"	1404						
office_available		Missing Response	1405						
origin_county		Adams County	1406						
origin_county		Chelan County	1407						
origin_county		Clallam County	1408						
origin_county		Clark County	1409						
origin_county		Cowlitz County	1410						
origin_county		Douglas County	1411						
origin_county		Franklin County	1412						
origin_county		Grant County	1413						
origin_county		Grays Harbor County	1414						
origin_county		Island County	1415						
origin_county		Jefferson County	1416						
origin_county		King County	1417						
origin_county		Kitsap County	1418						
origin_county		Kittitas County	1419						
origin_county		Lewis County	1420						
origin_county		Lincoln County	1421						
origin_county		Mason County	1422						
origin_county		Okanogan County	1423						
origin_county		Pierce County	1424						
origin_county		San Juan County	1425						
origin_county		Skagit County	1426						
origin_county		Snohomish County	1427						
origin_county		Spokane County	1428						
origin_county		Thurston County	1429						
origin_county		Walla Walla County	1430						
origin_county		Whatcom County	1431						
origin_county		Yakima County	1432						
origin_county			1433						
origin_jurisdiction		Algona	1434						
origin_jurisdiction		Arlington	1435						
origin_jurisdiction		Auburn	1436						
origin_jurisdiction		Bainbridge Island	1437						
origin_jurisdiction		Beaux Arts	1438						
origin_jurisdiction		Bellevue	1439						
origin_jurisdiction		Black Diamond	1440						
origin_jurisdiction		Bonney Lake	1441						
origin_jurisdiction		Bothell	1442						
origin_jurisdiction		Bremerton	1443						
origin_jurisdiction		Brier	1444						
origin_jurisdiction		Buckley	1445						
origin_jurisdiction		Burien	1446						
origin_jurisdiction		Carbonado	1447						
